,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,965,-0.008119442753995638,-0.0031582042574882507,7.547111615036196e-14,1.5094223230072391e-13
0,rel_mean,curvature,965,0.05427974205020178,0.048805031925439835,1.0,1.3187915858523392e-155
