,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,986,-0.09586641553630694,-0.09612065553665161,3.3917285507296275e-163,6.783457101459255e-163
0,rel_mean,curvature,986,0.2749540070581871,0.2716996371746063,1.0,6.382668671854035e-163
