,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,965,-0.01440097336787634,-0.0140838623046875,9.351105322212665e-77,1.870221064442533e-76
0,rel_mean,curvature,965,0.08427628926894208,0.055763497948646545,1.0,1.9622716614682207e-158
