,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,986,-0.10271212342998078,-0.10142221301794052,3.1913343359270174e-163,6.382668671854035e-163
0,rel_mean,curvature,986,0.10816198049404074,0.12138885259628296,1.0,3.087772251583326e-136
