,method,split,field,horizon,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin
0,vanilla,extrap,u_fine,320,170,573,10.183086395263672,14.050151824951172,11.234538078308105,0.21886496245861053,0.3123030662536621,0.279716432094574,0.12325668334960938
1,vanilla,extrap,u_fine,320,170,642,8.47098445892334,11.097225189208984,9.497136116027832,0.2008720487356186,0.2829696834087372,0.2699108123779297,0.08808164298534393
2,vanilla,extrap,u_fine,320,170,557,9.391273498535156,12.560951232910156,11.717004776000977,0.20187030732631683,0.29540306329727173,0.22898836433887482,0.1340705156326294
3,vanilla,extrap,u_fine,320,170,544,9.586441040039062,12.528596878051758,12.172402381896973,0.20786185562610626,0.2986641526222229,0.21699075400829315,0.14469470083713531
4,vanilla,extrap,u_fine,320,170,643,8.430623054504395,11.011641502380371,9.57852840423584,0.200223907828331,0.28114405274391174,0.2713935375213623,0.08959786593914032
5,vanilla,extrap,u_fine,320,170,658,7.788414001464844,10.475605964660645,10.475605964660645,0.18753701448440552,0.28037115931510925,0.27057018876075745,0.1071663349866867
6,vanilla,extrap,u_fine,320,170,515,9.470982551574707,12.900665283203125,11.23311710357666,0.21170011162757874,0.2936908006668091,0.18414433300495148,0.12322551012039185
7,vanilla,extrap,u_fine,320,170,511,9.241473197937012,12.675185203552246,11.40859603881836,0.20732875168323517,0.2890408933162689,0.18768279254436493,0.12710554897785187
8,vanilla,extrap,u_fine,320,170,621,8.960814476013184,11.590542793273926,8.755756378173828,0.20517192780971527,0.300505131483078,0.24916179478168488,0.07486646622419357
9,vanilla,extrap,u_fine,320,170,561,9.41810417175293,12.753226280212402,11.308928489685059,0.20220819115638733,0.295777291059494,0.23337489366531372,0.1248943954706192
10,vanilla,extrap,u_fine,320,127,604,4.873257637023926,7.267123222351074,6.2544660568237305,0.11732339859008789,0.14856170117855072,0.1422921121120453,0.038201503455638885
11,vanilla,extrap,u_fine,320,127,528,5.490950584411621,7.431070804595947,5.115368843078613,0.12367527931928635,0.16354496777057648,0.14676198363304138,0.025553710758686066
12,vanilla,extrap,u_fine,320,127,655,5.191869258880615,7.602505683898926,6.378048419952393,0.1180138811469078,0.16923879086971283,0.11315454542636871,0.039726074784994125
13,vanilla,extrap,u_fine,320,127,582,4.91073751449585,8.010055541992188,6.364192008972168,0.11784809827804565,0.15918861329555511,0.1590295284986496,0.039553649723529816
