,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,965,-0.017963451482934656,-0.009107507765293121,9.439382405763045e-65,1.887876481152609e-64
0,rel_mean,curvature,965,0.08910697896245848,0.06662455573678017,1.0,5.977687879904284e-159
