,step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,mu_id,k0
0,0,18.001325607299805,3.1090891361236572,0.005532737355679274,561.944091796875,1.9892381429672241,0.0002363145467825234,vanilla,extrap,u_fine,320,170,573
1,64,20.011945724487305,3.0300238132476807,0.011379322968423367,266.2745361328125,2.118086099624634,3.0639586448669434,vanilla,extrap,u_fine,320,170,573
2,128,22.022563934326172,3.2567543983459473,0.008542192168533802,381.2550964355469,2.028571844100952,3.2700679302215576,vanilla,extrap,u_fine,320,170,573
3,192,24.033184051513672,3.0914664268493652,0.00103661825414747,2982.26123046875,1.9941797256469727,2.4189717769622803,vanilla,extrap,u_fine,320,170,573
4,256,26.04380226135254,3.5503880977630615,0.018129736185073853,195.83230590820312,2.120405673980713,3.094087600708008,vanilla,extrap,u_fine,320,170,573
5,320,28.05442237854004,2.7903599739074707,0.03468847647309303,80.44054412841797,2.029804229736328,3.154198408126831,vanilla,extrap,u_fine,320,170,573
6,0,20.169025421142578,4.211455821990967,0.018271857872605324,230.4886474609375,2.1066203117370605,0.00036053062649443746,vanilla,extrap,u_fine,320,170,642
7,64,22.179643630981445,2.4126148223876953,0.02826172672212124,85.36685943603516,2.004760265350342,3.2158801555633545,vanilla,extrap,u_fine,320,170,642
8,128,24.190263748168945,3.292874336242676,0.011346668004989624,290.2062683105469,2.005741834640503,3.0348565578460693,vanilla,extrap,u_fine,320,170,642
9,192,26.200881958007812,3.2760133743286133,0.017270568758249283,189.68763732910156,2.118074655532837,3.0141401290893555,vanilla,extrap,u_fine,320,170,642
10,256,28.211502075195312,3.1484296321868896,0.02518901415169239,124.99217224121094,1.9623420238494873,2.98524808883667,vanilla,extrap,u_fine,320,170,642
11,320,30.222122192382812,2.2938156127929688,0.0037913552951067686,605.0120239257812,2.00083327293396,2.5137851238250732,vanilla,extrap,u_fine,320,170,642
12,0,17.49867057800293,3.504338502883911,0.0032066996209323406,1092.81787109375,1.966553807258606,0.00029172477661632,vanilla,extrap,u_fine,320,170,557
13,64,19.50929069519043,4.611915588378906,0.06473427265882492,71.2437973022461,2.109591484069824,3.2811827659606934,vanilla,extrap,u_fine,320,170,557
14,128,21.519908905029297,2.7377376556396484,0.01882081665098667,145.46327209472656,2.0475971698760986,3.373401165008545,vanilla,extrap,u_fine,320,170,557
15,192,23.530529022216797,2.656163215637207,0.012661051005125046,209.79010009765625,1.9860732555389404,1.869991421699524,vanilla,extrap,u_fine,320,170,557
16,256,25.541149139404297,3.6016595363616943,0.024048814550042152,149.76454162597656,1.7987818717956543,4.400519371032715,vanilla,extrap,u_fine,320,170,557
17,320,27.551767349243164,2.667053699493408,0.016717856749892235,159.53323364257812,2.0600147247314453,3.3071482181549072,vanilla,extrap,u_fine,320,170,557
18,0,17.09026336669922,2.423978567123413,0.037633348256349564,64.41038513183594,1.9529714584350586,0.00020470379968173802,vanilla,extrap,u_fine,320,170,544
19,64,19.10088348388672,4.275427341461182,0.0017042203107848763,2508.729248046875,2.0693399906158447,3.3505656719207764,vanilla,extrap,u_fine,320,170,544
20,128,21.111501693725586,3.4438321590423584,0.02025105059146881,170.0569610595703,2.0729939937591553,3.2222070693969727,vanilla,extrap,u_fine,320,170,544
21,192,23.122121810913086,3.4693188667297363,0.010488116182386875,330.78570556640625,1.8263548612594604,2.2382450103759766,vanilla,extrap,u_fine,320,170,544
22,256,25.132741928100586,4.286697864532471,0.0016188090667128563,2648.056396484375,2.0843873023986816,3.9226105213165283,vanilla,extrap,u_fine,320,170,544
23,320,27.143360137939453,3.1524548530578613,0.009163145907223225,344.03631591796875,2.0923566818237305,2.979475498199463,vanilla,extrap,u_fine,320,170,544
24,0,20.200441360473633,3.960175037384033,0.03928684815764427,100.80154418945312,2.108837604522705,0.00032414007000625134,vanilla,extrap,u_fine,320,170,643
25,64,22.2110595703125,2.526007890701294,0.047958869487047195,52.67029571533203,1.9823590517044067,3.1825313568115234,vanilla,extrap,u_fine,320,170,643
26,128,24.2216796875,3.6349754333496094,0.0016815941780805588,2161.624755859375,2.0080761909484863,2.9745898246765137,vanilla,extrap,u_fine,320,170,643
27,192,26.232297897338867,3.2109134197235107,0.022614778950810432,141.98297119140625,2.120283842086792,3.0126168727874756,vanilla,extrap,u_fine,320,170,643
28,256,28.242918014526367,2.9662365913391113,0.008243265561759472,359.8375549316406,2.0135531425476074,3.0090014934539795,vanilla,extrap,u_fine,320,170,643
29,320,30.253538131713867,2.4558088779449463,0.013905288651585579,176.6096954345703,2.0021984577178955,2.547616958618164,vanilla,extrap,u_fine,320,170,643
30,0,20.671680450439453,3.601855754852295,0.033747680485248566,106.72898864746094,2.090123414993286,0.0003625997342169285,vanilla,extrap,u_fine,320,170,658
31,64,22.68229866027832,2.226489543914795,0.012718895450234413,175.05368041992188,1.9677526950836182,2.1975436210632324,vanilla,extrap,u_fine,320,170,658
32,128,24.69291877746582,2.7651681900024414,0.006404413376003504,431.7597961425781,1.9471087455749512,2.3400611877441406,vanilla,extrap,u_fine,320,170,658
33,192,26.703536987304688,3.428304672241211,0.022848695516586304,150.0437774658203,2.104461669921875,2.6457176208496094,vanilla,extrap,u_fine,320,170,658
34,256,28.714157104492188,2.9438936710357666,0.003949695732444525,745.346923828125,1.5124222040176392,2.9649486541748047,vanilla,extrap,u_fine,320,170,658
35,320,30.724775314331055,4.621132850646973,0.01506032608449459,306.84149169921875,2.0344040393829346,2.884356737136841,vanilla,extrap,u_fine,320,170,658
36,0,16.179203033447266,2.5231611728668213,0.012026858516037464,209.7938690185547,1.8254724740982056,0.0003485761699266732,vanilla,extrap,u_fine,320,170,515
37,64,18.189821243286133,3.3669278621673584,0.027891607955098152,120.71472930908203,2.0046565532684326,1.8433058261871338,vanilla,extrap,u_fine,320,170,515
38,128,20.200441360473633,3.686777353286743,0.025059856474399567,147.1188507080078,2.020698308944702,3.1512763500213623,vanilla,extrap,u_fine,320,170,515
39,192,22.2110595703125,2.8025500774383545,0.013454122468829155,208.30418395996094,2.013077974319458,3.3025600910186768,vanilla,extrap,u_fine,320,170,515
40,256,24.2216796875,4.726356506347656,0.01380124967545271,342.4585876464844,2.0226521492004395,2.72239089012146,vanilla,extrap,u_fine,320,170,515
41,320,26.232297897338867,3.360275983810425,0.019478878006339073,172.50869750976562,1.8709341287612915,2.972592353820801,vanilla,extrap,u_fine,320,170,515
42,0,16.053539276123047,2.148245334625244,0.0013386682840064168,1604.7630615234375,1.8041622638702393,0.00016961517394520342,vanilla,extrap,u_fine,320,170,511
43,64,18.064157485961914,4.447096824645996,0.029402170330286026,151.25062561035156,1.991384744644165,1.8993602991104126,vanilla,extrap,u_fine,320,170,511
44,128,20.074777603149414,3.0047709941864014,0.028031520545482635,107.19258117675781,2.1146488189697266,3.239339828491211,vanilla,extrap,u_fine,320,170,511
45,192,22.08539581298828,3.1120169162750244,0.004756367765367031,654.2843627929688,2.0260162353515625,3.289248466491699,vanilla,extrap,u_fine,320,170,511
46,256,24.09601593017578,3.0203986167907715,0.015008313581347466,201.2483673095703,2.0099728107452393,2.675640106201172,vanilla,extrap,u_fine,320,170,511
47,320,26.10663414001465,3.629035234451294,0.0069039068184792995,525.6495361328125,1.9006624221801758,3.032803773880005,vanilla,extrap,u_fine,320,170,511
48,0,19.50929069519043,4.7927141189575195,0.006808889098465443,703.8907470703125,2.1030802726745605,0.0004170722095295787,vanilla,extrap,u_fine,320,170,621
49,64,21.519908905029297,2.720834493637085,0.020950866863131523,129.86740112304688,2.0217325687408447,3.0228350162506104,vanilla,extrap,u_fine,320,170,621
50,128,23.530529022216797,2.8887405395507812,0.011785491369664669,245.10989379882812,1.9730902910232544,2.096933364868164,vanilla,extrap,u_fine,320,170,621
51,192,25.541149139404297,3.607006072998047,0.029193272814154625,123.55606842041016,2.1083877086639404,4.667026042938232,vanilla,extrap,u_fine,320,170,621
52,256,27.551767349243164,2.8108608722686768,0.008209379389882088,342.3962707519531,2.056375026702881,3.246514320373535,vanilla,extrap,u_fine,320,170,621
53,320,29.562387466430664,2.5901358127593994,0.001356001477688551,1910.1275634765625,1.8775030374526978,2.057887554168701,vanilla,extrap,u_fine,320,170,621
54,0,17.62433433532715,3.163424253463745,0.024254919961094856,130.4240264892578,1.9374717473983765,0.0002849120646715164,vanilla,extrap,u_fine,320,170,561
55,64,19.63495445251465,4.323764324188232,0.022857138887047768,189.1647186279297,2.1156117916107178,2.9883341789245605,vanilla,extrap,u_fine,320,170,561
56,128,21.645572662353516,3.784904956817627,0.054966628551483154,68.85823059082031,2.0413260459899902,3.3085861206054688,vanilla,extrap,u_fine,320,170,561
57,192,23.656192779541016,2.9146015644073486,0.012625946663320065,230.84222412109375,1.9794460535049438,1.9381513595581055,vanilla,extrap,u_fine,320,170,561
58,256,25.666812896728516,4.07844877243042,0.038778308779001236,105.17345428466797,2.1134467124938965,4.2443623542785645,vanilla,extrap,u_fine,320,170,561
59,320,27.677431106567383,2.472494125366211,0.006677626166492701,370.26544189453125,2.0563724040985107,3.314138889312744,vanilla,extrap,u_fine,320,170,561
60,0,18.9752197265625,2.5817060470581055,0.010889613069593906,237.07968139648438,2.0552799701690674,0.0003770645707845688,vanilla,extrap,u_fine,320,127,604
61,64,20.98583984375,3.4051547050476074,0.011160041205585003,305.1202697753906,2.005692720413208,1.146562933921814,vanilla,extrap,u_fine,320,127,604
62,128,22.996458053588867,4.2245306968688965,5.190684169065207e-05,81386.78125,2.075735092163086,1.1755539178848267,vanilla,extrap,u_fine,320,127,604
63,192,25.007078170776367,3.3042666912078857,0.02761431224644184,119.65776062011719,2.084264039993286,2.922706127166748,vanilla,extrap,u_fine,320,127,604
64,256,27.017696380615234,4.3569254875183105,0.0031916142906993628,1365.1165771484375,2.014105796813965,2.0275518894195557,vanilla,extrap,u_fine,320,127,604
65,320,29.028316497802734,3.9566917419433594,0.008451269939541817,468.17718505859375,2.0603041648864746,2.026177406311035,vanilla,extrap,u_fine,320,127,604
66,0,16.587608337402344,4.051028251647949,0.012182787992060184,332.5206298828125,2.06927490234375,0.0002725159574765712,vanilla,extrap,u_fine,320,127,528
67,64,18.598228454589844,3.341163396835327,0.011430329643189907,292.30682373046875,2.061516284942627,2.4051766395568848,vanilla,extrap,u_fine,320,127,528
68,128,20.608848571777344,2.7689714431762695,0.014817810617387295,186.86778259277344,1.9939621686935425,1.7291662693023682,vanilla,extrap,u_fine,320,127,528
69,192,22.61946678161621,4.468215465545654,0.001304604928009212,3424.956787109375,2.0089874267578125,1.7766211032867432,vanilla,extrap,u_fine,320,127,528
70,256,24.63008689880371,5.153196811676025,0.013893172144889832,370.915771484375,2.064699411392212,3.466426372528076,vanilla,extrap,u_fine,320,127,528
71,320,26.640705108642578,2.192223310470581,0.019860543310642242,110.3808364868164,1.957018256187439,2.128849506378174,vanilla,extrap,u_fine,320,127,528
72,0,20.57743263244629,2.518785238265991,0.001817080657929182,1386.17138671875,1.999659538269043,0.0003154835430905223,vanilla,extrap,u_fine,320,127,655
73,64,22.588050842285156,4.669741630554199,0.016885491088032722,276.5534973144531,2.0657927989959717,1.5671411752700806,vanilla,extrap,u_fine,320,127,655
74,128,24.598670959472656,4.812657356262207,0.0010290535865351558,4676.7802734375,2.039430618286133,2.649474859237671,vanilla,extrap,u_fine,320,127,655
75,192,26.609289169311523,2.9648053646087646,0.008638668805360794,343.20166015625,2.013965129852295,1.5255311727523804,vanilla,extrap,u_fine,320,127,655
76,256,28.619909286499023,4.488675594329834,0.022874530404806137,196.23028564453125,2.0034899711608887,2.1882169246673584,vanilla,extrap,u_fine,320,127,655
77,320,30.63052749633789,4.086601257324219,0.02699422836303711,151.38796997070312,2.1000192165374756,3.186318874359131,vanilla,extrap,u_fine,320,127,655
78,0,18.284069061279297,4.115919589996338,0.08585123717784882,47.94245910644531,1.9273227453231812,0.00024606543593108654,vanilla,extrap,u_fine,320,127,582
79,64,20.294689178466797,3.2875428199768066,0.019787289202213287,166.14418029785156,1.9957609176635742,1.6941643953323364,vanilla,extrap,u_fine,320,127,582
80,128,22.305307388305664,3.602274179458618,0.010638972744345665,338.59228515625,2.0509188175201416,1.4050413370132446,vanilla,extrap,u_fine,320,127,582
81,192,24.315927505493164,4.477445125579834,0.0035701722372323275,1254.1258544921875,2.0937986373901367,2.818699598312378,vanilla,extrap,u_fine,320,127,582
82,256,26.32654571533203,3.8871169090270996,0.022297387942671776,174.33059692382812,1.8012304306030273,1.9883811473846436,vanilla,extrap,u_fine,320,127,582
83,320,28.33716583251953,3.5369534492492676,0.019635794684290886,180.1278533935547,2.045687675476074,2.323186159133911,vanilla,extrap,u_fine,320,127,582
