,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,986,-0.09854282634465013,-0.09868959710001945,3.1913343359270174e-163,6.382668671854035e-163
0,rel_mean,curvature,986,0.2051090481889417,0.20731933414936066,1.0,6.382668671854035e-163
