,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
0,rel_mean,curvature,965,0.06222485444590527,0.04726980999112129,1.0,9.092587517764356e-158
1,rel_mean,stiefel,965,0.007064176090254685,0.0070817917585372925,1.0,9.615533973138494e-45
