,step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,mu_id,k0
0,0,18.001325607299805,3.241338014602661,0.032473597675561905,99.81456756591797,1.4585379362106323,0.0002363145467825234,vanilla,extrap,u_fine,320,170,573
1,64,20.011945724487305,3.0228073596954346,0.023822925984859467,126.88648223876953,2.077444314956665,3.433349609375,vanilla,extrap,u_fine,320,170,573
2,128,22.022563934326172,3.5196146965026855,0.010313752107322216,341.2545471191406,2.0234017372131348,2.566349983215332,vanilla,extrap,u_fine,320,170,573
3,192,24.033184051513672,3.5020432472229004,0.017836613580584526,196.34014892578125,1.966947317123413,2.463771343231201,vanilla,extrap,u_fine,320,170,573
4,256,26.04380226135254,2.9013798236846924,0.0028327612672001123,1024.22314453125,2.118072509765625,2.6751365661621094,vanilla,extrap,u_fine,320,170,573
5,320,28.05442237854004,2.932600736618042,0.012416752986609936,236.18096923828125,2.0378599166870117,2.987257242202759,vanilla,extrap,u_fine,320,170,573
6,0,20.169025421142578,2.882941722869873,0.04026934877038002,71.59146881103516,2.0268335342407227,0.00036053062649443746,vanilla,extrap,u_fine,320,170,642
7,64,22.179643630981445,3.1211748123168945,0.021857263520359993,142.79806518554688,2.0074288845062256,2.2373831272125244,vanilla,extrap,u_fine,320,170,642
8,128,24.190263748168945,2.412499189376831,0.033351801335811615,72.33489990234375,2.0089120864868164,2.131707191467285,vanilla,extrap,u_fine,320,170,642
9,192,26.200881958007812,3.6165497303009033,0.027333734557032585,132.31085205078125,2.118112325668335,2.4320385456085205,vanilla,extrap,u_fine,320,170,642
10,256,28.211502075195312,2.2582263946533203,0.026462990790605545,85.33526611328125,2.0270986557006836,2.6570544242858887,vanilla,extrap,u_fine,320,170,642
11,320,30.222122192382812,3.0951988697052,0.034362420439720154,90.07511138916016,2.002275228500366,2.3564188480377197,vanilla,extrap,u_fine,320,170,642
12,0,17.49867057800293,2.271833658218384,0.02180645987391472,104.18167877197266,1.4228506088256836,0.00029172477661632,vanilla,extrap,u_fine,320,170,557
13,64,19.50929069519043,5.629207134246826,0.02527792938053608,222.69256591796875,2.104902744293213,2.625210762023926,vanilla,extrap,u_fine,320,170,557
14,128,21.519908905029297,3.3470771312713623,0.020366767421364784,164.3401336669922,2.033773422241211,2.887740135192871,vanilla,extrap,u_fine,320,170,557
15,192,23.530529022216797,2.58601975440979,0.003897398244589567,663.524658203125,1.980607271194458,1.6050952672958374,vanilla,extrap,u_fine,320,170,557
16,256,25.541149139404297,3.7871718406677246,0.028572624549269676,132.54547119140625,2.0784847736358643,3.5058391094207764,vanilla,extrap,u_fine,320,170,557
17,320,27.551767349243164,4.403236389160156,0.02478479966521263,177.6587371826172,2.062191963195801,3.4036614894866943,vanilla,extrap,u_fine,320,170,557
18,0,17.09026336669922,1.5515773296356201,0.011821386404335499,131.25172424316406,1.9541313648223877,0.00020470379968173802,vanilla,extrap,u_fine,320,170,544
19,64,19.10088348388672,4.44723653793335,0.01590999960899353,279.5246276855469,2.079792022705078,3.0630695819854736,vanilla,extrap,u_fine,320,170,544
20,128,21.111501693725586,4.625240802764893,0.033451784402132034,138.26588439941406,1.7864587306976318,3.283468008041382,vanilla,extrap,u_fine,320,170,544
21,192,23.122121810913086,2.745087146759033,0.017851663753390312,153.77206420898438,1.7511765956878662,1.60097336769104,vanilla,extrap,u_fine,320,170,544
22,256,25.132741928100586,3.3893730640411377,0.014703160151839256,230.52003479003906,2.002774477005005,3.414177417755127,vanilla,extrap,u_fine,320,170,544
23,320,27.143360137939453,3.2006866931915283,0.08546132594347,37.451873779296875,2.084398031234741,3.184537172317505,vanilla,extrap,u_fine,320,170,544
24,0,20.200441360473633,3.180294990539551,0.017745595425367355,179.2160186767578,2.0753347873687744,0.00032414007000625134,vanilla,extrap,u_fine,320,170,643
25,64,22.2110595703125,2.8296968936920166,0.021798042580485344,129.81427001953125,2.0059449672698975,2.202495574951172,vanilla,extrap,u_fine,320,170,643
26,128,24.2216796875,2.2103869915008545,0.037246767431497574,59.344398498535156,2.0098154544830322,2.1526384353637695,vanilla,extrap,u_fine,320,170,643
27,192,26.232297897338867,3.6515614986419678,0.008485924452543259,430.30804443359375,2.1181013584136963,2.440946340560913,vanilla,extrap,u_fine,320,170,643
28,256,28.242918014526367,2.499676465988159,0.016913393512368202,147.792724609375,1.5068219900131226,2.631584882736206,vanilla,extrap,u_fine,320,170,643
29,320,30.253538131713867,3.4140849113464355,0.03385016694664955,100.85873413085938,2.003685474395752,2.4028446674346924,vanilla,extrap,u_fine,320,170,643
30,0,20.671680450439453,2.963963747024536,0.045232661068439484,65.52706909179688,2.090775966644287,0.0003625997342169285,vanilla,extrap,u_fine,320,170,658
31,64,22.68229866027832,2.339430809020996,0.00849919579923153,275.2532043457031,1.900338888168335,1.7054212093353271,vanilla,extrap,u_fine,320,170,658
32,128,24.69291877746582,2.768254518508911,0.001984307775273919,1395.0731201171875,1.9867914915084839,2.1755592823028564,vanilla,extrap,u_fine,320,170,658
33,192,26.703536987304688,3.4965600967407227,0.04019695147871971,86.98570251464844,2.107793092727661,2.7974557876586914,vanilla,extrap,u_fine,320,170,658
34,256,28.714157104492188,3.3170511722564697,0.004661256913095713,711.6216430664062,1.9990184307098389,2.111393928527832,vanilla,extrap,u_fine,320,170,658
35,320,30.724775314331055,2.4340500831604004,0.01824030466377735,133.44349670410156,1.8229637145996094,2.7955853939056396,vanilla,extrap,u_fine,320,170,658
