,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,965,-0.00733525793555487,-0.006332263350486755,2.1693713629961946e-35,4.338742725992389e-35
0,rel_mean,curvature,965,0.054089688743257154,0.04307688772678375,1.0,5.609820217476615e-156
