,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,965,-0.007808526474113909,-0.007817171514034271,4.860983837129506e-37,9.721967674259012e-37
0,rel_mean,curvature,965,0.035717397630986775,0.02659052610397339,1.0,3.890629021392225e-77
