,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
1,rel_mean,stiefel,965,-0.0019904746369994366,-0.004682689905166626,2.099488447141453e-14,4.198976894282906e-14
0,rel_mean,curvature,965,0.0651707068548919,0.05268917605280876,1.0,6.601975567867073e-150
