,rel_mean,rel_mean,rel_mean,rel_max,rel_max,rel_max,rel_fin,rel_fin,rel_fin,abs_fin,abs_fin,abs_fin,mse_fin,mse_fin,mse_fin,rel_mean,rel_max,rel_fin,abs_fin,mse_fin
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,se,se,se,se,se
method,,,,,,,,,,,,,,,,,,,,
stiefel,0.1255399202927947,0.031688813454849384,1000,0.1952290104404092,0.0387370523881214,1000,0.19435164273530245,0.03696721369992333,1000,8.11036153793335,1.4990835883423823,1000,0.06642868024855852,0.02453166457730227,1000,0.0010020882686551337,0.0012249731538772847,0.0011690059404193803,0.047405185421401666,0.0007757593485954694
vanilla,0.22428125216066838,0.050591434452883215,1000,0.34776256331801414,0.0499378480370983,1000,0.34728435561060905,0.04910929013935088,1000,14.515557353019714,2.1599578171012155,1000,0.21031460720300674,0.06099574604034395,1000,0.0015998416296622547,0.001579173412445993,0.0015529721111439657,0.06830386351925231,0.0019288548506868355
curvature,0.42925096121430395,0.07527473945523065,1000,0.6337055474519729,0.09613811843745027,1000,0.630931228607893,0.09507205081545728,1000,26.500678260803223,5.033976265427263,1000,0.7105483630597591,0.26571352833882633,1000,0.002380396269542712,0.0030401542422537078,0.003006442224001135,0.15918830685978483,0.00840259954670388
