,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,923,-0.00037231079967670294,0.001504499465227127,0.7623688281525234,0.47526234369495335
0,rel_mean,curvature,923,0.03430851169923403,0.031159088015556335,1.0,9.165031589482236e-134
1,rel_mean,operator_norm,923,0.026598795570376636,0.019565105438232422,1.0,3.9363829386876676e-97
3,rel_mean,stoch_iso,923,0.024104280377115615,0.017909623682498932,1.0,3.510064669929322e-102
