,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,923,-0.005221619184975506,-0.0015722401440143585,5.073774383646031e-06,1.0147548767292061e-05
0,rel_mean,curvature,923,0.01050055685694272,0.011165224015712738,1.0,4.4799961860765974e-55
1,rel_mean,operator_norm,923,0.008763967225184808,0.009411811828613281,1.0,2.3600498713236478e-40
3,rel_mean,stoch_iso,923,0.015072028633945684,0.01962444931268692,1.0,6.882748163467725e-70
