metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,-0.008729012839496135,-0.0076640937477350235,7.733244788629811e-89,1.5466489577259623e-88
rel_mean,curvature,1000,0.02258188378624618,0.01934804394841194,1.0,9.98021812598373e-134
rel_mean,operator_norm,1000,0.019826301153749226,0.013366296887397766,1.0,3.7692718494650706e-94
rel_mean,stoch_iso,1000,0.03162690772488713,0.022356923669576645,1.0,1.1548425626073629e-127
