,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,923,-0.0024441281032878685,-0.001603342592716217,0.0002070292564729504,0.0004140585129459008
0,rel_mean,curvature,923,0.017687700987507955,0.014975007623434067,1.0,1.415623242690177e-74
1,rel_mean,operator_norm,923,0.017839747205586502,0.014654133468866348,1.0,1.4875865821686523e-81
3,rel_mean,stoch_iso,923,0.016180144199134855,0.012806184589862823,1.0,8.433333375328745e-66
