,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,923,-0.004139153191967103,-0.0020722337067127228,6.599206664735357e-08,1.3198413329470715e-07
0,rel_mean,curvature,923,0.024942764552271766,0.020578250288963318,1.0,7.339198220017556e-113
1,rel_mean,operator_norm,923,0.029049668174523573,0.024728022515773773,1.0,5.82665423472115e-102
3,rel_mean,stoch_iso,923,0.0350338253994772,0.03290964663028717,1.0,4.8824324582678784e-123
