,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,923,-3.783724080056824e-05,0.00013829395174980164,0.8057078402417087,0.38858431951658257
0,rel_mean,curvature,923,0.025853425661911168,0.01856181025505066,1.0,1.8682545654425514e-114
1,rel_mean,operator_norm,923,0.034287202766292275,0.02533435821533203,1.0,1.4520799418001288e-128
3,rel_mean,stoch_iso,923,0.031186550791059517,0.026769988238811493,1.0,1.6855802835313e-128
