,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,923,-0.016207316408048858,-0.01306375116109848,1.326047578247484e-108,2.652095156494968e-108
3,rel_mean,stoch_iso,923,0.005100185257399844,0.003470230847597122,0.9999999999999982,3.5348544161474686e-15
1,rel_mean,operator_norm,923,0.008388100468421422,0.005608927458524704,1.0,3.00026894562636e-31
0,rel_mean,curvature,923,0.020669028897520522,0.015593156218528748,1.0,9.866209732236061e-113
