,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,923,0.0004620292503487638,-0.0018568001687526703,0.02789885949413415,0.0557977189882683
0,rel_mean,curvature,923,0.03707746232487463,0.03424423933029175,1.0,1.3357794806012974e-144
1,rel_mean,operator_norm,923,0.026817394763570306,0.024207472801208496,1.0,8.942777268228867e-133
3,rel_mean,stoch_iso,923,0.03232963500849152,0.03001273423433304,1.0,1.516427940624249e-137
