metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,-0.005260759886354208,-0.004289383068680763,4.962504365845374e-31,9.925008731690748e-31
rel_mean,curvature,1000,0.041238936753943564,0.03708251751959324,1.0,1.1445322169616098e-162
rel_mean,operator_norm,1000,0.048560280693694946,0.04440831020474434,1.0,3.8528905842690142e-165
rel_mean,stoch_iso,1000,0.036596140721812845,0.030757557600736618,1.0,1.2351647072857145e-157
