metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,0.0014952643755823374,-0.0012308619916439056,0.2616115986149068,0.5232231972298136
rel_mean,curvature,1000,0.014944615695625543,0.011943377554416656,1.0,1.245736185097689e-91
rel_mean,operator_norm,1000,0.0289415888749063,0.021181991323828697,1.0,1.8146197146862946e-146
rel_mean,stoch_iso,1000,0.02733819381147623,0.02405160292983055,1.0,3.0825356909381606e-142
