,step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,mu_id,k0
0,0,17.749998092651367,3.337989330291748,0.006579767446964979,507.3111267089844,3.344822883605957,4.518850619206205e-05,vanilla,extrap,u_coarse,40,170,113
1,8,19.006635665893555,4.800565719604492,0.038904983550310135,123.39205169677734,3.4822144508361816,0.9760987162590027,vanilla,extrap,u_coarse,40,170,113
2,16,20.263273239135742,3.3982577323913574,0.01910567656159401,177.86639404296875,3.5116488933563232,1.542441725730896,vanilla,extrap,u_coarse,40,170,113
3,24,21.519908905029297,3.7850067615509033,0.005335686262696981,709.3757934570312,3.437957525253296,0.826606273651123,vanilla,extrap,u_coarse,40,170,113
4,32,22.776546478271484,2.41487979888916,0.032199978828430176,74.9963150024414,3.1966161727905273,0.9141768217086792,vanilla,extrap,u_coarse,40,170,113
5,40,24.033184051513672,3.6269731521606445,0.003304664045572281,1097.5316162109375,3.365527629852295,0.8635099530220032,vanilla,extrap,u_coarse,40,170,113
6,0,22.462387084960938,2.3878977298736572,0.007629784289747477,312.9705505371094,3.2685203552246094,4.51390296802856e-05,vanilla,extrap,u_coarse,40,170,143
7,8,23.719024658203125,2.9946794509887695,0.004524609539657831,661.86474609375,3.2886159420013428,1.017288327217102,vanilla,extrap,u_coarse,40,170,143
8,16,24.975662231445312,4.244213104248047,0.008624193258583546,492.12872314453125,3.4436397552490234,1.1326947212219238,vanilla,extrap,u_coarse,40,170,143
9,24,26.232297897338867,4.039234161376953,0.06770491600036621,59.659393310546875,3.1615235805511475,2.052100896835327,vanilla,extrap,u_coarse,40,170,143
10,32,27.488935470581055,3.4034461975097656,0.014308283105492592,237.86544799804688,3.4346747398376465,1.181412935256958,vanilla,extrap,u_coarse,40,170,143
11,40,28.745573043823242,2.6167938709259033,0.00768098421394825,340.6847229003906,3.3305017948150635,1.5112770795822144,vanilla,extrap,u_coarse,40,170,143
12,0,16.650440216064453,2.0950005054473877,0.025402162224054337,82.47331237792969,3.307166576385498,3.632588777691126e-05,vanilla,extrap,u_coarse,40,170,106
13,8,17.90707778930664,3.6319544315338135,0.02549530752003193,142.45579528808594,2.885369300842285,0.9195796847343445,vanilla,extrap,u_coarse,40,170,106
14,16,19.163715362548828,4.968689918518066,0.017723724246025085,280.3411865234375,3.201484203338623,1.003297209739685,vanilla,extrap,u_coarse,40,170,106
15,24,20.420352935791016,3.2168452739715576,0.05185474827885628,62.03569412231445,3.5189051628112793,1.6969302892684937,vanilla,extrap,u_coarse,40,170,106
16,32,21.67698860168457,2.132739543914795,0.01304602436721325,163.47811889648438,3.402381420135498,1.310630202293396,vanilla,extrap,u_coarse,40,170,106
17,40,22.933626174926758,1.8634549379348755,0.027246562764048576,68.39229583740234,2.9141957759857178,1.024775743484497,vanilla,extrap,u_coarse,40,170,106
18,0,15.707962989807129,2.1822264194488525,0.0298791341483593,73.03512573242188,3.195554494857788,7.940109207993373e-05,vanilla,extrap,u_coarse,40,170,100
19,8,16.964599609375,2.2731761932373047,0.016995549201965332,133.7512664794922,3.2655746936798096,0.852968156337738,vanilla,extrap,u_coarse,40,170,100
20,16,18.221237182617188,2.2521467208862305,0.004869735799729824,462.47821044921875,3.377593517303467,1.0723353624343872,vanilla,extrap,u_coarse,40,170,100
21,24,19.477874755859375,2.97263240814209,0.05318082869052887,55.896690368652344,3.2421035766601562,1.4274916648864746,vanilla,extrap,u_coarse,40,170,100
22,32,20.734512329101562,2.6140196323394775,0.0163954496383667,159.43568420410156,3.2023088932037354,1.687137246131897,vanilla,extrap,u_coarse,40,170,100
23,40,21.991147994995117,3.0812036991119385,0.009135289117693901,337.2858581542969,3.3668437004089355,1.6657843589782715,vanilla,extrap,u_coarse,40,170,100
24,0,22.61946678161621,3.176659107208252,0.036050353199243546,88.11727905273438,3.0230565071105957,6.271882011787966e-05,vanilla,extrap,u_coarse,40,170,144
25,8,23.8761043548584,2.4417881965637207,0.015206518582999706,160.57510375976562,3.326280355453491,1.0379993915557861,vanilla,extrap,u_coarse,40,170,144
26,16,25.132741928100586,6.2437052726745605,0.006434655748307705,970.32470703125,3.4736270904541016,1.0084526538848877,vanilla,extrap,u_coarse,40,170,144
27,24,26.38937759399414,4.533409118652344,0.06542249768972397,69.29434204101562,3.520561933517456,1.9430972337722778,vanilla,extrap,u_coarse,40,170,144
28,32,27.646015167236328,3.748244524002075,0.013162483461201191,284.76727294921875,3.440459728240967,1.089937448501587,vanilla,extrap,u_coarse,40,170,144
29,40,28.902652740478516,2.5832931995391846,0.011351685039699078,227.5691375732422,3.2559940814971924,1.3476529121398926,vanilla,extrap,u_coarse,40,170,144
30,0,23.719024658203125,2.444826364517212,0.0037107861135154963,658.84326171875,2.950176477432251,3.062093674088828e-05,vanilla,extrap,u_coarse,40,170,151
31,8,24.975662231445312,5.349222183227539,0.00826217606663704,647.4349975585938,2.970107316970825,1.0655840635299683,vanilla,extrap,u_coarse,40,170,151
32,16,26.232297897338867,4.497277736663818,0.059216734021902084,75.94606018066406,3.445697069168091,1.3410500288009644,vanilla,extrap,u_coarse,40,170,151
