step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,window_id,mu_id,k0,run
0,21.017255783081055,4.0915327072143555,0.09893710911273956,41.35488510131836,3.302875280380249,0.00016439592582173645,vanilla,extrap,u_fine,80,0,170,669,11
16,21.519908905029297,2.074918031692505,0.024659842252731323,84.1415786743164,3.2638983726501465,0.9168391823768616,vanilla,extrap,u_fine,80,0,170,669,11
32,22.022563934326172,2.0750601291656494,0.045737795531749725,45.36860656738281,3.3672845363616943,1.3423348665237427,vanilla,extrap,u_fine,80,0,170,669,11
48,22.525218963623047,3.278529167175293,0.009272495284676552,353.5757141113281,3.071881055831909,1.215813398361206,vanilla,extrap,u_fine,80,0,170,669,11
64,23.027873992919922,2.2503488063812256,0.02659236453473568,84.62387084960938,3.2514548301696777,1.1003577709197998,vanilla,extrap,u_fine,80,0,170,669,11
80,23.530529022216797,3.818140745162964,0.011472013778984547,332.82220458984375,3.335005760192871,0.8448643088340759,vanilla,extrap,u_fine,80,0,170,669,11
0,26.10663414001465,4.3498148918151855,0.06100275367498398,71.30522155761719,3.2921268939971924,8.828825957607478e-05,vanilla,extrap,u_fine,80,1,170,831,11
16,26.609289169311523,3.4253146648406982,0.030830247327685356,111.10240936279297,3.245617389678955,1.0438454151153564,vanilla,extrap,u_fine,80,1,170,831,11
32,27.1119441986084,3.230074167251587,0.07468460500240326,43.24953079223633,3.358766794204712,1.0010613203048706,vanilla,extrap,u_fine,80,1,170,831,11
48,27.614599227905273,2.1681950092315674,0.042880941182374954,50.563140869140625,2.99822998046875,0.7862364649772644,vanilla,extrap,u_fine,80,1,170,831,11
64,28.11725425720215,2.4399993419647217,0.04861780256032944,50.18736267089844,3.300894021987915,0.9142104387283325,vanilla,extrap,u_fine,80,1,170,831,11
80,28.619909286499023,2.946462392807007,0.031998708844184875,92.0806655883789,3.3583736419677734,0.8894537687301636,vanilla,extrap,u_fine,80,1,170,831,11
0,19.886281967163086,5.020646095275879,0.10852490365505219,46.26261901855469,3.288810968399048,0.00013326675980351865,vanilla,extrap,u_fine,80,2,170,633,11
16,20.38893699645996,3.9149835109710693,0.0040483674965798855,967.0524291992188,3.239553451538086,0.9800846576690674,vanilla,extrap,u_fine,80,2,170,633,11
32,20.891592025756836,3.269122362136841,0.11992210894823074,27.2603816986084,3.3596699237823486,0.907171905040741,vanilla,extrap,u_fine,80,2,170,633,11
48,21.394245147705078,2.167509078979492,0.0224011093378067,96.75900268554688,2.9963605403900146,0.7608525156974792,vanilla,extrap,u_fine,80,2,170,633,11
64,21.896900177001953,2.556150436401367,0.04631476104259491,55.19083786010742,3.2973239421844482,0.9613791108131409,vanilla,extrap,u_fine,80,2,170,633,11
80,22.399555206298828,2.7039380073547363,0.01866784133017063,144.84471130371094,3.3550984859466553,0.8768178820610046,vanilla,extrap,u_fine,80,2,170,633,11
0,18.880971908569336,4.205596923828125,0.07097268104553223,59.256561279296875,3.3040921688079834,0.0002543948357924819,vanilla,extrap,u_fine,80,3,170,601,11
16,19.38362693786621,2.880746603012085,0.059714458882808685,48.242027282714844,3.257632255554199,1.0780984163284302,vanilla,extrap,u_fine,80,3,170,601,11
32,19.886281967163086,5.120275020599365,3.0131541279843077e-05,169930.734375,3.35957407951355,2.099797010421753,vanilla,extrap,u_fine,80,3,170,601,11
48,20.38893699645996,4.261785984039307,0.0910482108592987,46.808013916015625,3.0504860877990723,2.0504002571105957,vanilla,extrap,u_fine,80,3,170,601,11
64,20.891592025756836,3.5354082584381104,0.019385986030101776,182.36927795410156,3.297732353210449,1.6295808553695679,vanilla,extrap,u_fine,80,3,170,601,11
80,21.394245147705078,2.086101531982422,0.09054435789585114,23.039552688598633,3.372283935546875,1.3637901544570923,vanilla,extrap,u_fine,80,3,170,601,11
0,26.169466018676758,4.997889518737793,0.09793701767921448,51.03166961669922,3.2888050079345703,0.000131822976982221,vanilla,extrap,u_fine,80,4,170,833,11
16,26.672121047973633,3.7950870990753174,0.011737714521586895,323.3241882324219,3.2399981021881104,0.9825660586357117,vanilla,extrap,u_fine,80,4,170,833,11
32,27.174776077270508,3.2229714393615723,0.11668099462985992,27.62207794189453,3.359337329864502,0.908301591873169,vanilla,extrap,u_fine,80,4,170,833,11
48,27.677431106567383,2.130937337875366,0.031683146953582764,67.25775146484375,2.9970059394836426,0.7654556035995483,vanilla,extrap,u_fine,80,4,170,833,11
64,28.180086135864258,2.5093467235565186,0.047882597893476486,52.40623474121094,3.29817795753479,0.9718219637870789,vanilla,extrap,u_fine,80,4,170,833,11
80,28.682741165161133,2.729795217514038,0.020184600725769997,135.24147033691406,3.3559751510620117,0.8776580691337585,vanilla,extrap,u_fine,80,4,170,833,11
0,27.300439834594727,4.1380743980407715,0.09632421284914017,42.95985794067383,3.3028788566589355,0.00016432430129498243,vanilla,extrap,u_fine,80,5,170,869,11
16,27.8030948638916,2.0653018951416016,0.022380806505680084,92.28004455566406,3.2637953758239746,0.9113726615905762,vanilla,extrap,u_fine,80,5,170,869,11
32,28.305749893188477,2.0637104511260986,0.045851387083530426,45.00868225097656,3.3673622608184814,1.330872654914856,vanilla,extrap,u_fine,80,5,170,869,11
48,28.80840492248535,3.3028664588928223,0.009521037340164185,346.9019470214844,3.072108745574951,1.2010825872421265,vanilla,extrap,u_fine,80,5,170,869,11
64,29.311059951782227,2.3159713745117188,0.028235923498868942,82.02215576171875,3.251877784729004,1.0933947563171387,vanilla,extrap,u_fine,80,5,170,869,11
80,29.8137149810791,3.8298110961914062,0.013550830073654652,282.6255798339844,3.3358776569366455,0.8544734120368958,vanilla,extrap,u_fine,80,5,170,869,11
0,16.776103973388672,1.982190728187561,0.047574520111083984,41.66496658325195,3.2873640060424805,0.0001491307921241969,vanilla,extrap,u_fine,80,6,170,534,11
16,17.278759002685547,3.2270805835723877,0.002897838829085231,1113.6163330078125,3.142195463180542,0.6395307183265686,vanilla,extrap,u_fine,80,6,170,534,11
32,17.781414031982422,3.1231913566589355,0.01037124078720808,301.1396179199219,3.3424203395843506,0.8726096153259277,vanilla,extrap,u_fine,80,6,170,534,11
48,18.284069061279297,2.8194422721862793,0.004273281432688236,659.7838745117188,3.036494731903076,1.2230958938598633,vanilla,extrap,u_fine,80,6,170,534,11
64,18.786724090576172,4.732292652130127,0.005546968430280685,853.13134765625,3.3732268810272217,1.4907662868499756,vanilla,extrap,u_fine,80,6,170,534,11
80,19.289379119873047,2.9339725971221924,0.00042502075666561723,6903.1279296875,3.353881359100342,1.5549932718276978,vanilla,extrap,u_fine,80,6,170,534,11
0,16.49336051940918,2.705697774887085,0.0028960907366126776,934.2586059570312,3.292559862136841,0.00010636945080477744,vanilla,extrap,u_fine,80,7,170,525,11
16,16.996015548706055,2.607309103012085,0.036929212510585785,70.60289001464844,3.1552348136901855,0.50718092918396,vanilla,extrap,u_fine,80,7,170,525,11
32,17.49867057800293,3.2743961811065674,0.050047408789396286,65.42588806152344,3.342533826828003,0.9372365474700928,vanilla,extrap,u_fine,80,7,170,525,11
48,18.001325607299805,3.2745344638824463,0.03270594775676727,100.1204605102539,3.1073195934295654,1.0352956056594849,vanilla,extrap,u_fine,80,7,170,525,11
64,18.50398063659668,3.06040358543396,0.0714307650923729,42.84433364868164,3.338247060775757,1.3175841569900513,vanilla,extrap,u_fine,80,7,170,525,11
80,19.006635665893555,4.154873371124268,0.04761485382914543,87.26002502441406,3.3489508628845215,1.6058779954910278,vanilla,extrap,u_fine,80,7,170,525,11
0,24.5672550201416,3.6493546962738037,0.020700665190815926,176.29165649414062,3.314896821975708,0.00010941467917291448,vanilla,extrap,u_fine,80,8,170,782,11
16,25.069910049438477,3.5801706314086914,0.03634224459528923,98.51264190673828,3.118642568588257,1.2103359699249268,vanilla,extrap,u_fine,80,8,170,782,11
32,25.57256507873535,4.353210926055908,0.04604868218302727,94.53497314453125,3.3759570121765137,1.6740005016326904,vanilla,extrap,u_fine,80,8,170,782,11
48,26.075218200683594,5.38873291015625,0.03135424852371216,171.86611938476562,3.1451199054718018,2.060631513595581,vanilla,extrap,u_fine,80,8,170,782,11
64,26.57787322998047,4.1807475090026855,0.07911884784698486,52.84135818481445,3.364267110824585,2.209009885787964,vanilla,extrap,u_fine,80,8,170,782,11
80,27.080528259277344,3.0394444465637207,0.0843636617064476,36.02788543701172,3.372591018676758,1.8173350095748901,vanilla,extrap,u_fine,80,8,170,782,11
0,20.169025421142578,2.998586893081665,0.12412258237600327,24.15826988220215,3.2811243534088135,0.00011737229215214029,vanilla,extrap,u_fine,80,9,170,642,11
16,20.671680450439453,2.528449535369873,0.03323853760957718,76.06981658935547,3.2371151447296143,0.7279974818229675,vanilla,extrap,u_fine,80,9,170,642,11
32,21.174333572387695,2.1899971961975098,0.06626324355602264,33.04995346069336,3.3651297092437744,0.8150926232337952,vanilla,extrap,u_fine,80,9,170,642,11
48,21.67698860168457,2.934722661972046,0.03631860390305519,80.80493927001953,2.9962077140808105,1.0518412590026855,vanilla,extrap,u_fine,80,9,170,642,11
64,22.179643630981445,1.9652074575424194,0.023519400507211685,83.55686950683594,3.279839277267456,1.118905782699585,vanilla,extrap,u_fine,80,9,170,642,11
80,22.68229866027832,2.503791093826294,0.049247611314058304,50.84086227416992,3.342114210128784,0.9339568018913269,vanilla,extrap,u_fine,80,9,170,642,11
0,23.27920150756836,5.090683460235596,0.04584208503365517,111.04825592041016,3.3258790969848633,0.00011172689846716821,vanilla,extrap,u_fine,80,10,127,741,11
16,23.781856536865234,5.621001243591309,0.0773237869143486,72.6943359375,3.213736057281494,0.7034671306610107,vanilla,extrap,u_fine,80,10,127,741,11
32,24.28451156616211,3.6338021755218506,0.1099075898528099,33.062339782714844,3.3439979553222656,0.9926809072494507,vanilla,extrap,u_fine,80,10,127,741,11
48,24.787166595458984,3.485913038253784,0.04227982088923454,82.44862365722656,3.4133660793304443,1.0017778873443604,vanilla,extrap,u_fine,80,10,127,741,11
64,25.28982162475586,3.3538525104522705,0.04188239946961403,80.07785034179688,3.513615608215332,1.0258694887161255,vanilla,extrap,u_fine,80,10,127,741,11
80,25.7924747467041,3.267817735671997,0.03897478058934212,83.84441375732422,3.2766551971435547,1.2017147541046143,vanilla,extrap,u_fine,80,10,127,741,11
0,17.718582153320312,3.704843759536743,0.06298258900642395,58.823299407958984,3.302797317504883,0.00012256218178663403,vanilla,extrap,u_fine,80,11,127,564,11
16,18.221237182617188,3.8663816452026367,0.078708216547966,49.12297439575195,3.227174758911133,0.8397690057754517,vanilla,extrap,u_fine,80,11,127,564,11
32,18.723892211914062,3.253133535385132,0.027292266488075256,119.1961669921875,3.2743570804595947,0.8269233703613281,vanilla,extrap,u_fine,80,11,127,564,11
48,19.226547241210938,3.5844740867614746,0.05100610852241516,70.275390625,3.343630313873291,0.9605353474617004,vanilla,extrap,u_fine,80,11,127,564,11
64,19.729202270507812,3.4490466117858887,0.008196327835321426,420.80389404296875,3.412980794906616,0.9834584593772888,vanilla,extrap,u_fine,80,11,127,564,11
80,20.231857299804688,4.535187721252441,0.08002359420061111,56.673133850097656,3.311919927597046,0.7777737379074097,vanilla,extrap,u_fine,80,11,127,564,11
0,27.080528259277344,2.4585490226745605,0.02619374543428421,93.86015319824219,3.1003386974334717,0.00014001710223965347,vanilla,extrap,u_fine,80,12,127,862,11
16,27.58318328857422,2.192326545715332,0.008524063043296337,257.1926574707031,3.1783461570739746,0.42413094639778137,vanilla,extrap,u_fine,80,12,127,862,11
32,28.085838317871094,3.006300687789917,0.004631474148482084,649.1023559570312,3.3444182872772217,0.5211545825004578,vanilla,extrap,u_fine,80,12,127,862,11
48,28.58849334716797,4.242992877960205,0.0006791820633225143,6247.2099609375,3.279762029647827,0.5385233759880066,vanilla,extrap,u_fine,80,12,127,862,11
64,29.091148376464844,3.2652971744537354,0.01666799560189247,195.90220642089844,3.288771629333496,0.6330166459083557,vanilla,extrap,u_fine,80,12,127,862,11
80,29.59380340576172,5.634800910949707,0.04979332908987999,113.16377258300781,3.3991405963897705,0.7744935154914856,vanilla,extrap,u_fine,80,12,127,862,11
0,21.67698860168457,2.938575029373169,0.009840757586061954,298.6126708984375,3.2196173667907715,0.0001052889201673679,vanilla,extrap,u_fine,80,13,127,690,11
16,22.179643630981445,3.5792248249053955,0.01474500447511673,242.74151611328125,3.2414166927337646,0.20209574699401855,vanilla,extrap,u_fine,80,13,127,690,11
32,22.68229866027832,4.300479412078857,0.004581124521791935,938.7388305664062,3.3723950386047363,0.5069149732589722,vanilla,extrap,u_fine,80,13,127,690,11
48,23.184953689575195,3.552490234375,0.07465630024671555,47.58460235595703,3.059020757675171,0.7612773180007935,vanilla,extrap,u_fine,80,13,127,690,11
64,23.68760871887207,5.745266914367676,0.0596974678337574,96.23970794677734,3.2859489917755127,1.091362714767456,vanilla,extrap,u_fine,80,13,127,690,11
80,24.190263748168945,3.698753833770752,0.05093349516391754,72.61927795410156,3.3730289936065674,1.2622085809707642,vanilla,extrap,u_fine,80,13,127,690,11
0,27.52035140991211,2.263277769088745,0.01804223842918873,125.44329071044922,3.170039415359497,0.00010913512960541993,vanilla,extrap,u_fine,80,14,127,876,11
16,28.023006439208984,2.5576539039611816,0.005712610203772783,447.720703125,3.2131056785583496,0.30726853013038635,vanilla,extrap,u_fine,80,14,127,876,11
32,28.52566146850586,4.2635111808776855,0.032246802002191544,132.2150115966797,3.361849546432495,0.38083261251449585,vanilla,extrap,u_fine,80,14,127,876,11
