,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,986,-0.0019748589046616827,-0.0017316057346761227,1.7671385723603812e-51,3.5342771447207625e-51
0,rel_mean,curvature,986,0.002106216348873916,0.0019326447509229183,1.0,3.0977640289754114e-40
1,rel_mean,operator_norm,986,0.006894756076407844,0.005603739991784096,1.0,1.1551743350642956e-137
3,rel_mean,stoch_iso,986,0.0050158412649124315,0.004401154816150665,1.0,1.9984845668573337e-112
