metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,-0.0017073022592812776,-0.0025773029774427414,2.714297785556699e-09,5.428595571113398e-09
rel_mean,curvature,1000,0.04793311708793044,0.04512513428926468,1.0,1.7309816562769927e-164
rel_mean,operator_norm,1000,0.0332611695304513,0.027980029582977295,1.0,3.6951087011476085e-157
rel_mean,stoch_iso,1000,0.04267371159791947,0.0405396968126297,1.0,5.042346686415047e-163
