,method,split,field,horizon,mu_id,k0,abs_mean,abs_max,abs_fin,rel_mean,rel_max,rel_fin,mse_fin
0,vanilla,extrap,u_coarse,40,170,113,6.166653156280518,8.674352645874023,6.663794040679932,0.13823845982551575,0.21262215077877045,0.18744046986103058,0.04336538165807724
1,vanilla,extrap,u_coarse,40,170,143,6.361657619476318,8.161266326904297,7.269115447998047,0.1420338898897171,0.22436824440956116,0.20815202593803406,0.051601603627204895
2,vanilla,extrap,u_coarse,40,170,106,5.817768573760986,7.777198791503906,5.33961296081543,0.12875090539455414,0.21039371192455292,0.15153837203979492,0.027843227609992027
3,vanilla,extrap,u_coarse,40,170,100,5.693515777587891,7.709007740020752,7.709007740020752,0.12498681992292404,0.2076825648546219,0.2076825648546219,0.05803593993186951
4,vanilla,extrap,u_coarse,40,170,144,6.329362392425537,8.08359432220459,6.7113142013549805,0.14133286476135254,0.22207510471343994,0.19207817316055298,0.04398607462644577
5,vanilla,extrap,u_coarse,40,170,151,6.019460201263428,8.814407348632812,5.279929161071777,0.13313566148281097,0.2098863571882248,0.15176452696323395,0.02722426876425743
6,vanilla,extrap,u_coarse,40,170,87,6.135929107666016,8.153207778930664,7.576902866363525,0.14190445840358734,0.20267410576343536,0.12420807033777237,0.05606392025947571
7,vanilla,extrap,u_coarse,40,170,85,6.517409801483154,9.02920150756836,7.248948097229004,0.15178506076335907,0.23519082367420197,0.1217682883143425,0.05131567269563675
8,vanilla,extrap,u_coarse,40,170,134,5.2136125564575195,8.340511322021484,6.995213985443115,0.11309585720300674,0.18186721205711365,0.12821824848651886,0.04778615012764931
9,vanilla,extrap,u_coarse,40,170,107,5.661654949188232,7.963400840759277,4.728157043457031,0.12457730621099472,0.20588068664073944,0.1340394765138626,0.021831510588526726
10,vanilla,extrap,u_coarse,40,127,126,5.5699381828308105,8.438996315002441,5.616207599639893,0.1262691766023636,0.15280325710773468,0.14198099076747894,0.03080252930521965
11,vanilla,extrap,u_coarse,40,127,93,4.226039886474609,7.381478309631348,4.625661849975586,0.0965133085846901,0.13602101802825928,0.13602101802825928,0.02089526131749153
12,vanilla,extrap,u_coarse,40,127,149,4.307820796966553,6.784031391143799,5.612264633178711,0.1016654521226883,0.16854318976402283,0.11208824068307877,0.030759291723370552
13,vanilla,extrap,u_coarse,40,127,117,5.675540447235107,7.714064598083496,7.442731857299805,0.1316700428724289,0.1841801255941391,0.13870158791542053,0.054095953702926636
14,vanilla,extrap,u_coarse,40,127,152,4.456052303314209,6.762938499450684,6.547972202301025,0.10483648627996445,0.16974931955337524,0.12119927257299423,0.04187103360891342
15,vanilla,extrap,u_coarse,40,127,144,3.8457863330841064,6.462697982788086,5.887747287750244,0.09085837751626968,0.16070885956287384,0.1370580494403839,0.033853091299533844
16,vanilla,extrap,u_coarse,40,127,137,3.2771942615509033,5.942053318023682,5.482255935668945,0.07588240504264832,0.1466732621192932,0.1466732621192932,0.02935071289539337
17,vanilla,extrap,u_coarse,40,127,99,3.3603389263153076,6.010882377624512,6.010882377624512,0.0788474828004837,0.1538984775543213,0.15364684164524078,0.0352838970720768
18,vanilla,extrap,u_coarse,40,127,142,3.4215633869171143,6.031036376953125,5.956006050109863,0.08058836311101913,0.1494661122560501,0.14504094421863556,0.03464258462190628
19,vanilla,extrap,u_coarse,40,127,85,5.479043960571289,8.116154670715332,5.846049785614014,0.12469611316919327,0.152960404753685,0.14352868497371674,0.033375293016433716
20,vanilla,extrap,u_coarse,40,102,126,2.816838026046753,3.8387949466705322,2.675804615020752,0.065678671002388,0.0910104364156723,0.07223508507013321,0.006992119364440441
21,vanilla,extrap,u_coarse,40,102,113,2.4453256130218506,3.920795202255249,3.498967409133911,0.05610555410385132,0.07805592566728592,0.07805592566728592,0.011955833062529564
22,vanilla,extrap,u_coarse,40,102,160,2.916038990020752,4.432680130004883,2.505693197250366,0.0668940469622612,0.08311058580875397,0.06952738016843796,0.006131346337497234
23,vanilla,extrap,u_coarse,40,102,96,2.4781270027160645,3.4048850536346436,2.346550703048706,0.058267999440431595,0.07242081314325333,0.05504550412297249,0.00537724606692791
24,vanilla,extrap,u_coarse,40,102,156,2.774888277053833,4.322562217712402,4.245845317840576,0.0633637085556984,0.10066081583499908,0.10066081583499908,0.017604690045118332
25,vanilla,extrap,u_coarse,40,102,88,2.4798099994659424,3.44187593460083,2.7770535945892334,0.05780038982629776,0.07762522995471954,0.07288710027933121,0.007531276438385248
26,vanilla,extrap,u_coarse,40,102,130,2.2926700115203857,3.395382881164551,2.1641533374786377,0.05326439067721367,0.06823959946632385,0.056329596787691116,0.004573788493871689
27,vanilla,extrap,u_coarse,40,102,127,2.6497552394866943,3.5742146968841553,2.78544020652771,0.06175920367240906,0.08473774790763855,0.07394380867481232,0.007576832547783852
28,vanilla,extrap,u_coarse,40,102,152,2.3151144981384277,3.7648963928222656,2.828123092651367,0.05343211814761162,0.07058996707201004,0.06239285692572594,0.007810820825397968
29,vanilla,extrap,u_coarse,40,102,104,2.3865227699279785,3.740356206893921,3.740356206893921,0.05595087632536888,0.07101263105869293,0.07095728814601898,0.013662368059158325
30,vanilla,extrap,u_coarse,40,53,153,5.353751182556152,10.805708885192871,5.682201862335205,0.11286222189664841,0.18574774265289307,0.14186687767505646,0.03153068199753761
31,vanilla,extrap,u_coarse,40,53,134,3.8914287090301514,7.326861381530762,4.953389644622803,0.0871584564447403,0.1297444850206375,0.10360945016145706,0.023961003869771957
32,vanilla,extrap,u_coarse,40,53,152,5.25324010848999,10.80453109741211,5.913489818572998,0.11028913408517838,0.1857321709394455,0.14365406334400177,0.034149765968322754
33,vanilla,extrap,u_coarse,40,53,96,3.9935078620910645,6.7814483642578125,5.1671953201293945,0.09062764793634415,0.12008628249168396,0.10088653862476349,0.026074126362800598
34,vanilla,extrap,u_coarse,40,53,141,3.8458969593048096,7.617977619171143,7.617977619171143,0.08498767018318176,0.13200604915618896,0.13200604915618896,0.05667342245578766
35,vanilla,extrap,u_coarse,40,53,156,6.13373327255249,11.76465892791748,3.7983791828155518,0.1288592517375946,0.2014419138431549,0.10173123329877853,0.014089534990489483
36,vanilla,extrap,u_coarse,40,53,84,5.06231689453125,9.975936889648438,3.33444881439209,0.1085950955748558,0.1719447523355484,0.09771887212991714,0.010857958346605301
37,vanilla,extrap,u_coarse,40,53,110,5.081750392913818,10.667096138000488,6.306410789489746,0.10626502335071564,0.1831945925951004,0.14117999374866486,0.03883868828415871
38,vanilla,extrap,u_coarse,40,53,131,4.206649303436279,8.350975036621094,3.811173439025879,0.09265446662902832,0.14730773866176605,0.08837350457906723,0.014184612780809402
39,vanilla,extrap,u_coarse,40,53,89,4.5929741859436035,9.124777793884277,3.5281379222869873,0.09989459812641144,0.15859828889369965,0.08760306984186172,0.012156013399362564
40,vanilla,extrap,u_coarse,40,61,121,8.67015552520752,14.50691032409668,14.283441543579102,0.1779157966375351,0.26239728927612305,0.2551988959312439,0.19923506677150726
