,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
0,rel_mean,curvature,923,0.031097249143059696,0.02637881599366665,1.0,1.0427176082089568e-128
1,rel_mean,operator_norm,923,0.032237661768352355,0.026813626289367676,1.0,4.066562580425408e-138
2,rel_mean,stiefel,923,0.017644381667219933,0.014631833881139755,1.0,4.60677478974102e-109
3,rel_mean,stoch_iso,923,0.04084250907880836,0.037954606115818024,1.0,3.675360553463503e-144
