,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,923,-0.006309571941327687,-0.00505891814827919,1.6070002909638017e-35,3.2140005819276034e-35
0,rel_mean,curvature,923,0.04283500438957664,0.04009898751974106,1.0,3.0803801425799615e-150
1,rel_mean,operator_norm,923,0.05101494301405139,0.046900808811187744,1.0,1.3633218066148108e-152
3,rel_mean,stoch_iso,923,0.03615423955047505,0.031368717551231384,1.0,1.4604555568027952e-143
