metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,-0.003589790657162666,-0.0019738879054784775,1.0414488761606699e-09,2.0828977523213397e-09
rel_mean,curvature,1000,0.027759888719767332,0.023670781403779984,1.0,9.099981308981469e-144
rel_mean,operator_norm,1000,0.03040893271192908,0.026701224967837334,1.0,5.863909346547631e-134
rel_mean,stoch_iso,1000,0.03821991723775864,0.0367941427975893,1.0,3.095092924686735e-144
