metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,0.00145031732134521,0.0017036525532603264,0.9997091063411169,0.0005817873177662767
rel_mean,curvature,1000,0.01763848395831883,0.012772414833307266,1.0,1.4417688625817238e-100
rel_mean,operator_norm,1000,0.02138545344211161,0.013538757339119911,1.0,7.3245971296638606e-127
rel_mean,stoch_iso,1000,0.02289991615898907,0.018690336495637894,1.0,2.9596052557546476e-136
