metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,-0.004076667224988341,-0.0015126410871744156,1.0825480310659285e-10,2.165096062131857e-10
rel_mean,curvature,1000,0.022537370396777986,0.020646877586841583,1.0,4.648471420046516e-127
rel_mean,operator_norm,1000,0.024088183784857393,0.022375956177711487,1.0,1.0877175345824353e-132
rel_mean,stoch_iso,1000,0.018972843434661626,0.017904162406921387,1.0,1.3683742296287168e-120
