,step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,mu_id,k0
0,0,18.001325607299805,2.708012580871582,0.01380960550159216,196.09629821777344,3.471034049987793,0.00011177507985848933,vanilla,extrap,u_fine,320,170,573
1,64,20.011945724487305,3.9652132987976074,0.07396258413791656,53.61106872558594,3.1030092239379883,1.4128642082214355,vanilla,extrap,u_fine,320,170,573
2,128,22.022563934326172,2.530308485031128,0.08965661376714706,28.222217559814453,3.5295193195343018,1.3060084581375122,vanilla,extrap,u_fine,320,170,573
3,192,24.033184051513672,2.727560043334961,0.017547043040394783,155.44271850585938,3.50034236907959,0.8600541353225708,vanilla,extrap,u_fine,320,170,573
4,256,26.04380226135254,5.630727767944336,0.03898327052593231,144.43959045410156,3.6430113315582275,1.3905161619186401,vanilla,extrap,u_fine,320,170,573
5,320,28.05442237854004,2.6473729610443115,0.024886153638362885,106.37935638427734,3.562201738357544,1.4565715789794922,vanilla,extrap,u_fine,320,170,573
6,0,20.169025421142578,4.921713829040527,0.011878562159836292,414.3358154296875,3.101989507675171,0.0001581109536346048,vanilla,extrap,u_fine,320,170,642
7,64,22.179643630981445,2.437443733215332,0.05833110213279724,41.786346435546875,3.485780715942383,1.3398184776306152,vanilla,extrap,u_fine,320,170,642
8,128,24.190263748168945,2.275651693344116,0.042086776345968246,54.07046890258789,3.4861066341400146,0.5124484300613403,vanilla,extrap,u_fine,320,170,642
9,192,26.200881958007812,5.631870269775391,0.006625163368880749,850.0726928710938,3.6455183029174805,1.315240740776062,vanilla,extrap,u_fine,320,170,642
10,256,28.211502075195312,3.105391502380371,0.08252085745334625,37.631595611572266,3.198617696762085,1.3729662895202637,vanilla,extrap,u_fine,320,170,642
11,320,30.222122192382812,3.5811569690704346,0.000356330448994413,10050.1005859375,3.3850269317626953,0.8903313279151917,vanilla,extrap,u_fine,320,170,642
12,0,17.49867057800293,3.432950973510742,0.00507710175588727,676.1635131835938,3.4469432830810547,7.555653428426012e-05,vanilla,extrap,u_fine,320,170,557
13,64,19.50929069519043,3.611314058303833,0.0948033481836319,38.09268569946289,3.5202717781066895,1.3965119123458862,vanilla,extrap,u_fine,320,170,557
14,128,21.519908905029297,3.511051893234253,0.0325135663151741,107.98728942871094,3.5185718536376953,1.4531093835830688,vanilla,extrap,u_fine,320,170,557
15,192,23.530529022216797,3.3250746726989746,0.005949755199253559,558.8590698242188,3.065124273300171,0.8972128033638,vanilla,extrap,u_fine,320,170,557
16,256,25.541149139404297,3.956207036972046,0.050568558275699615,78.2345199584961,3.5932118892669678,1.4044561386108398,vanilla,extrap,u_fine,320,170,557
17,320,27.551767349243164,2.92846941947937,0.04403262212872505,66.5068130493164,3.5841519832611084,1.6579087972640991,vanilla,extrap,u_fine,320,170,557
18,0,17.09026336669922,2.2442667484283447,0.05610860511660576,39.998619079589844,3.3748931884765625,9.068699000636116e-05,vanilla,extrap,u_fine,320,170,544
19,64,19.10088348388672,3.3123462200164795,0.02449631690979004,135.2181396484375,3.5636205673217773,1.367088794708252,vanilla,extrap,u_fine,320,170,544
20,128,21.111501693725586,2.451154947280884,0.0500803217291832,48.94447326660156,3.0573437213897705,1.5274606943130493,vanilla,extrap,u_fine,320,170,544
21,192,23.122121810913086,2.3908047676086426,0.02898702211678028,82.47845458984375,2.989766836166382,1.0049400329589844,vanilla,extrap,u_fine,320,170,544
22,256,25.132741928100586,3.8746631145477295,0.00030717768822796643,12613.751953125,3.4597978591918945,1.3612722158432007,vanilla,extrap,u_fine,320,170,544
23,320,27.143360137939453,3.6824700832366943,0.0489979162812233,75.15564727783203,3.3651909828186035,1.6565345525741577,vanilla,extrap,u_fine,320,170,544
24,0,20.200441360473633,3.872664213180542,0.029456930235028267,131.46868896484375,3.2526068687438965,9.592816059011966e-05,vanilla,extrap,u_fine,320,170,643
25,64,22.2110595703125,2.502798318862915,0.04968585446476936,50.37245178222656,3.4286653995513916,1.32333505153656,vanilla,extrap,u_fine,320,170,643
26,128,24.2216796875,2.2370355129241943,0.050048355013132095,44.69748306274414,3.4442036151885986,0.5295747518539429,vanilla,extrap,u_fine,320,170,643
27,192,26.232297897338867,5.018378257751465,0.005439130123704672,922.6435546875,3.574523448944092,1.3245689868927002,vanilla,extrap,u_fine,320,170,643
28,256,28.242918014526367,2.8111166954040527,0.08910749107599258,31.5474796295166,3.428340196609497,1.3683797121047974,vanilla,extrap,u_fine,320,170,643
29,320,30.253538131713867,3.7466769218444824,0.029426192864775658,127.32455444335938,3.3424973487854004,0.885963499546051,vanilla,extrap,u_fine,320,170,643
30,0,20.671680450439453,2.8085086345672607,0.07117747515439987,39.457828521728516,3.529921293258667,0.00011198926222277805,vanilla,extrap,u_fine,320,170,658
31,64,22.68229866027832,2.079174280166626,0.0006257504574023187,3322.689208984375,3.3340682983398438,1.1312516927719116,vanilla,extrap,u_fine,320,170,658
32,128,24.69291877746582,2.1830339431762695,0.0028405312914401293,768.5301513671875,3.149021863937378,0.986630380153656,vanilla,extrap,u_fine,320,170,658
33,192,26.703536987304688,4.6844162940979,0.027309034019708633,171.53358459472656,3.611070156097412,1.5079008340835571,vanilla,extrap,u_fine,320,170,658
34,256,28.714157104492188,2.305157423019409,0.03655353561043739,63.062503814697266,3.4519436359405518,1.0798829793930054,vanilla,extrap,u_fine,320,170,658
35,320,30.724775314331055,2.0381195545196533,0.00812674779444933,250.79153442382812,3.24375057220459,1.0347899198532104,vanilla,extrap,u_fine,320,170,658
36,0,16.179203033447266,2.368561029434204,0.026590513065457344,89.0754165649414,3.1920435428619385,5.928823884460144e-05,vanilla,extrap,u_fine,320,170,515
37,64,18.189821243286133,2.17791748046875,0.01805468648672104,120.6289291381836,3.467855930328369,0.8546706438064575,vanilla,extrap,u_fine,320,170,515
38,128,20.200441360473633,5.807520389556885,0.053164999932050705,109.23578643798828,3.3730287551879883,1.455584168434143,vanilla,extrap,u_fine,320,170,515
39,192,22.2110595703125,2.910008668899536,0.06409429758787155,45.4019889831543,3.3102304935455322,1.2478697299957275,vanilla,extrap,u_fine,320,170,515
40,256,24.2216796875,2.381077289581299,0.04385559633374214,54.2935791015625,3.512050151824951,0.9428732395172119,vanilla,extrap,u_fine,320,170,515
41,320,26.232297897338867,4.8085527420043945,0.022688699886202812,211.93601989746094,3.2248361110687256,1.403336524963379,vanilla,extrap,u_fine,320,170,515
42,0,16.053539276123047,2.5220303535461426,0.0310063399374485,81.33917999267578,3.445173501968384,9.004303137771785e-05,vanilla,extrap,u_fine,320,170,511
