,step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,mu_id,k0
0,0,18.001325607299805,3.5685806274414062,0.05390753224492073,66.19818115234375,3.534437417984009,0.00010613348422339186,vanilla,extrap,u_fine,320,170,573
1,64,20.011945724487305,5.3376874923706055,0.02299075573682785,232.16668701171875,3.335385799407959,1.3550218343734741,vanilla,extrap,u_fine,320,170,573
2,128,22.022563934326172,2.503941774368286,0.04066114127635956,61.58070755004883,3.2485101222991943,1.1375900506973267,vanilla,extrap,u_fine,320,170,573
3,192,24.033184051513672,3.4983296394348145,0.028007591143250465,124.90647888183594,3.5545318126678467,1.3570114374160767,vanilla,extrap,u_fine,320,170,573
4,256,26.04380226135254,5.405628681182861,0.02156529389321804,250.66334533691406,3.3668384552001953,1.6339327096939087,vanilla,extrap,u_fine,320,170,573
5,320,28.05442237854004,2.687155246734619,0.009277572855353355,289.639892578125,3.5696628093719482,1.2579710483551025,vanilla,extrap,u_fine,320,170,573
6,0,20.169025421142578,3.4358532428741455,0.06905044615268707,49.75859451293945,3.649996757507324,0.00015342209371738136,vanilla,extrap,u_fine,320,170,642
7,64,22.179643630981445,2.3726329803466797,0.010236022993922234,231.79246520996094,3.5204367637634277,0.9297749996185303,vanilla,extrap,u_fine,320,170,642
8,128,24.190263748168945,3.2775444984436035,1.6569814761169255e-05,197802.09375,3.346205234527588,1.3265790939331055,vanilla,extrap,u_fine,320,170,642
9,192,26.200881958007812,4.205432415008545,0.010985485278069973,382.8171691894531,3.4679877758026123,1.5316824913024902,vanilla,extrap,u_fine,320,170,642
10,256,28.211502075195312,2.676262378692627,0.0300140343606472,89.16703033447266,3.030073642730713,1.2144776582717896,vanilla,extrap,u_fine,320,170,642
11,320,30.222122192382812,3.7774171829223633,0.026337657123804092,143.42266845703125,3.241572618484497,1.4392266273498535,vanilla,extrap,u_fine,320,170,642
12,0,17.49867057800293,2.717036247253418,0.028797155246138573,94.3508529663086,3.3279011249542236,9.879787830868736e-05,vanilla,extrap,u_fine,320,170,557
13,64,19.50929069519043,6.106601238250732,0.09417137503623962,64.84561920166016,3.447427272796631,1.6434998512268066,vanilla,extrap,u_fine,320,170,557
14,128,21.519908905029297,2.9969592094421387,0.032015811651945114,93.60871887207031,3.142407178878784,1.188408613204956,vanilla,extrap,u_fine,320,170,557
15,192,23.530529022216797,3.140653610229492,0.024194911122322083,129.80636596679688,3.5142390727996826,1.0930392742156982,vanilla,extrap,u_fine,320,170,557
16,256,25.541149139404297,4.733902931213379,0.13359113037586212,35.43575668334961,3.4657318592071533,1.6200917959213257,vanilla,extrap,u_fine,320,170,557
17,320,27.551767349243164,3.639590263366699,0.0323280468583107,112.58305358886719,3.496121406555176,1.66684889793396,vanilla,extrap,u_fine,320,170,557
18,0,17.09026336669922,2.8088693618774414,0.00695961806923151,403.5953369140625,3.380580186843872,7.581126556033269e-05,vanilla,extrap,u_fine,320,170,544
19,64,19.10088348388672,4.330259799957275,0.023891976103186607,181.24327087402344,3.4010074138641357,1.614611268043518,vanilla,extrap,u_fine,320,170,544
20,128,21.111501693725586,3.767690420150757,0.02422052063047886,155.5577850341797,3.4552669525146484,1.5231305360794067,vanilla,extrap,u_fine,320,170,544
21,192,23.122121810913086,3.085251569747925,0.034154534339904785,90.33212280273438,3.4743857383728027,1.042721152305603,vanilla,extrap,u_fine,320,170,544
22,256,25.132741928100586,4.245006084442139,0.027566000819206238,153.9942626953125,3.613346576690674,1.4631098508834839,vanilla,extrap,u_fine,320,170,544
23,320,27.143360137939453,4.550678730010986,0.05648040771484375,80.5709228515625,3.293896198272705,1.5537827014923096,vanilla,extrap,u_fine,320,170,544
24,0,20.200441360473633,3.357553482055664,0.014812038280069828,226.67733764648438,3.5405166149139404,0.0001300948060816154,vanilla,extrap,u_fine,320,170,643
25,64,22.2110595703125,2.3429043292999268,0.006437214557081461,363.9624328613281,3.519306182861328,0.8960117697715759,vanilla,extrap,u_fine,320,170,643
26,128,24.2216796875,3.0670104026794434,0.014326225034892559,214.08363342285156,3.5372374057769775,1.3294532299041748,vanilla,extrap,u_fine,320,170,643
27,192,26.232297897338867,4.216922760009766,0.009922618977725506,424.9808349609375,3.4846787452697754,1.5129798650741577,vanilla,extrap,u_fine,320,170,643
28,256,28.242918014526367,2.6665077209472656,0.03301010653376579,80.77852630615234,3.3665201663970947,1.21737802028656,vanilla,extrap,u_fine,320,170,643
29,320,30.253538131713867,3.567172050476074,0.034098148345947266,104.61483001708984,3.281083822250366,1.4612404108047485,vanilla,extrap,u_fine,320,170,643
30,0,20.671680450439453,4.233623027801514,0.0903673991560936,46.84900665283203,3.6196250915527344,0.00012422520376276225,vanilla,extrap,u_fine,320,170,658
31,64,22.68229866027832,2.804832696914673,0.050401803106069565,55.649452209472656,3.394442081451416,0.8084942102432251,vanilla,extrap,u_fine,320,170,658
32,128,24.69291877746582,3.010498285293579,0.07767260074615479,38.758819580078125,3.357126235961914,1.2598756551742554,vanilla,extrap,u_fine,320,170,658
33,192,26.703536987304688,5.222141265869141,0.023665735498070717,220.66253662109375,3.630640983581543,1.3577690124511719,vanilla,extrap,u_fine,320,170,658
34,256,28.714157104492188,3.251749038696289,0.0021178503520786762,1535.4007568359375,3.5189921855926514,1.0771093368530273,vanilla,extrap,u_fine,320,170,658
35,320,30.724775314331055,3.00095796585083,0.01489501167088747,201.47402954101562,3.5917093753814697,1.5684269666671753,vanilla,extrap,u_fine,320,170,658
36,0,16.179203033447266,1.998669981956482,0.0051975552923977375,384.5404052734375,3.296826124191284,8.68646748131141e-05,vanilla,extrap,u_fine,320,170,515
37,64,18.189821243286133,1.8039774894714355,0.002174213295802474,829.7150268554688,2.962407350540161,1.2190510034561157,vanilla,extrap,u_fine,320,170,515
38,128,20.200441360473633,5.406785488128662,0.20796789228916168,25.9981746673584,3.6185390949249268,1.4858009815216064,vanilla,extrap,u_fine,320,170,515
39,192,22.2110595703125,2.39347243309021,0.001830140594393015,1307.8079833984375,3.5408554077148438,1.0741581916809082,vanilla,extrap,u_fine,320,170,515
40,256,24.2216796875,2.868206262588501,0.017196083441376686,166.79415893554688,3.386690139770508,1.4716705083847046,vanilla,extrap,u_fine,320,170,515
41,320,26.232297897338867,4.284609317779541,0.021294254809617996,201.2096405029297,3.172644853591919,1.6246528625488281,vanilla,extrap,u_fine,320,170,515
42,0,16.053539276123047,2.670203447341919,0.02032831497490406,131.35389709472656,3.428673028945923,9.365787263959646e-05,vanilla,extrap,u_fine,320,170,511
43,64,18.064157485961914,2.2707831859588623,0.03193593770265579,71.10432434082031,3.5337395668029785,1.1960076093673706,vanilla,extrap,u_fine,320,170,511
44,128,20.074777603149414,6.070035457611084,0.07449842989444733,81.47870635986328,3.594435691833496,1.5109254121780396,vanilla,extrap,u_fine,320,170,511
45,192,22.08539581298828,2.494641065597534,0.043617039918899536,57.19418716430664,3.5376532077789307,1.1172561645507812,vanilla,extrap,u_fine,320,170,511
46,256,24.09601593017578,3.3333675861358643,0.007577516138553619,439.90240478515625,3.5456900596618652,1.421968936920166,vanilla,extrap,u_fine,320,170,511
47,320,26.10663414001465,4.7499895095825195,0.019663643091917038,241.56202697753906,3.6510086059570312,1.5888826847076416,vanilla,extrap,u_fine,320,170,511
48,0,19.50929069519043,3.5341737270355225,0.09868320822715759,35.813323974609375,3.6196587085723877,0.0001337840803898871,vanilla,extrap,u_fine,320,170,621
49,64,21.519908905029297,3.186781644821167,0.016603341326117516,191.9361572265625,3.56947922706604,1.025631070137024,vanilla,extrap,u_fine,320,170,621
50,128,23.530529022216797,3.080235481262207,0.010225280188024044,301.2372741699219,3.504303216934204,1.0829477310180664,vanilla,extrap,u_fine,320,170,621
51,192,25.541149139404297,4.251366138458252,0.11135341227054596,38.179039001464844,3.4108633995056152,1.4501961469650269,vanilla,extrap,u_fine,320,170,621
52,256,27.551767349243164,3.644666910171509,0.024825669825077057,146.81040954589844,3.32562255859375,1.5527452230453491,vanilla,extrap,u_fine,320,170,621
53,320,29.562387466430664,2.8446595668792725,0.04607558622956276,61.738975524902344,3.424208402633667,1.163010835647583,vanilla,extrap,u_fine,320,170,621
54,0,17.62433433532715,2.8438735008239746,0.010834082029759884,262.4932556152344,2.7743687629699707,5.130260979058221e-05,vanilla,extrap,u_fine,320,170,561
55,64,19.63495445251465,7.0482048988342285,0.06328126043081284,111.37902069091797,3.177753210067749,1.529710292816162,vanilla,extrap,u_fine,320,170,561
56,128,21.645572662353516,2.9538092613220215,0.024064136669039726,122.74736022949219,3.5702786445617676,1.0767598152160645,vanilla,extrap,u_fine,320,170,561
57,192,23.656192779541016,3.8659873008728027,0.028181852772831917,137.18002319335938,3.510495185852051,1.1195316314697266,vanilla,extrap,u_fine,320,170,561
58,256,25.666812896728516,4.875461578369141,0.05855333060026169,83.26531982421875,3.495957374572754,1.6997853517532349,vanilla,extrap,u_fine,320,170,561
