,rel_mean,rel_mean,rel_mean,rel_max,rel_max,rel_max,rel_fin,rel_fin,rel_fin,abs_fin,abs_fin,abs_fin,mse_fin,mse_fin,mse_fin,rel_mean,rel_max,rel_fin,abs_fin,mse_fin
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,se,se,se,se,se
method,,,,,,,,,,,,,,,,,,,,
vanilla,0.10157832332141697,0.04964035972447182,1000,0.15652630458772182,0.06845799499820741,1000,0.1281827101446688,0.057564988010294624,1000,5.8334391528367995,3.2921770618777124,1000,0.04380527697119396,0.056856697116675306,1000,0.001569766005994194,0.0021648318824274994,0.001820364755928153,0.10410777976094662,0.0017979666312302224
stiefel,0.11559780463948846,0.05589816714439497,1000,0.17962038485333323,0.08247405696582162,1000,0.1432100251261145,0.06145640758915289,1000,6.479336660981178,3.37836056540245,1000,0.0521325297554722,0.06062275635864951,1000,0.001767655252050783,0.0026080586788647204,0.0019434222479338063,0.10683314143965983,0.0019170598813078794
