,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,852,-0.005374616112542544,-0.00562966987490654,9.066853452941498e-28,1.8133706905882997e-27
0,rel_mean,curvature,852,0.033050292525702796,0.029708262532949448,1.0,1.5175769753050137e-129
1,rel_mean,operator_norm,852,0.04889540526001526,0.04307985119521618,1.0,1.3072977768492437e-139
3,rel_mean,stoch_iso,852,0.0451333494463437,0.04040801338851452,1.0,2.5738081596442974e-137
