,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,965,-0.008005665443412998,-0.004960700869560242,1.8423697464075574e-23,3.684739492815115e-23
0,rel_mean,curvature,965,0.004732342128077319,0.0025021880865097046,0.9999999903950163,1.9209967329937677e-08
1,rel_mean,operator_norm,965,0.0194416221945397,0.01762150600552559,1.0,1.0318394437530067e-88
3,rel_mean,stoch_iso,965,0.013534342933812907,0.011541593819856644,1.0,7.802758468641177e-92
