,rel_mean,rel_mean,rel_mean,rel_max,rel_max,rel_max,rel_fin,rel_fin,rel_fin,abs_fin,abs_fin,abs_fin,mse_fin,mse_fin,mse_fin,rel_mean,rel_max,rel_fin,abs_fin,mse_fin
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,se,se,se,se,se
method,,,,,,,,,,,,,,,,,,,,
stiefel,0.11481824840977788,0.049126090293622686,1000,0.17200549754500388,0.07102488022323449,1000,0.13290171948634089,0.0568625880978208,1000,6.174842857003212,3.677032189589177,1000,0.05042551714892034,0.06936466780383636,1000,0.0015535033786693768,0.0022460039204606937,0.001798152920410951,0.11627796748857876,0.002193503394010726
vanilla,0.12213051141053438,0.05355328679363858,1000,0.18117593896761536,0.07390695909606897,1000,0.14820187080278993,0.05960473213119511,1000,6.777077506780625,3.605161102722408,1000,0.05753219650813844,0.06826093240040909,1000,0.0016935036245611357,0.002337143256804771,0.001884867128587987,0.11400520416447071,0.0021586002159207757
curvature,0.1436986982934177,0.07662284832745198,1000,0.20339994248375295,0.10417043137228166,1000,0.15939426505751908,0.08320573296906789,1000,7.362746833562851,4.880548467779582,1000,0.0761777097141021,0.11369837432329129,1000,0.0024230272152437147,0.0032941582797866957,0.0026311963056601896,0.15433649389028387,0.003595458291200061
operator_norm,0.14835884392261506,0.06658953828548768,1000,0.22239170045405626,0.09076084260017817,1000,0.17932224883139133,0.0793575492808784,1000,8.171251525878906,4.4251102465523875,1000,0.08430797895439901,0.09737291621738636,1000,0.002105746093211247,0.0028701098497260196,0.00250950605256633,0.13993427276454803,0.003079201976596882
stoch_iso,0.15732843556627632,0.08182575310031671,1000,0.22697431602701545,0.1090460826478603,1000,0.18748626806586982,0.09339421456672634,1000,8.426960683703422,4.580158619159213,1000,0.08981498181610369,0.10900305536434268,1000,0.0025875575105558505,0.0034483399108620337,0.0029533843831333092,0.1448373328139483,0.003446979268687579
