,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,852,-0.010056845699502548,-0.007059808820486069,1.129669279688861e-37,2.259338559377722e-37
0,rel_mean,curvature,852,0.03071985453664557,0.028655506670475006,1.0,1.601104282911726e-120
1,rel_mean,operator_norm,852,0.022992674414365782,0.02307305298745632,1.0,2.397206469950572e-108
3,rel_mean,stoch_iso,852,0.017035071510699152,0.013616658747196198,1.0,1.9780518686528017e-78
