,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,852,-0.005489405408554094,-0.0006815362721681595,9.365182027649987e-06,1.8730364055299973e-05
0,rel_mean,curvature,852,0.027024796306912048,0.028663434088230133,1.0,4.671281598707873e-106
1,rel_mean,operator_norm,852,0.03258204401116556,0.03242982365190983,1.0,1.3183992163659562e-101
3,rel_mean,stoch_iso,852,0.03881821810691989,0.04171031154692173,1.0,5.933810687013205e-110
