,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,852,-0.009980322264064926,-0.0011085495352745056,0.00023176779614259387,0.00046353559228518775
0,rel_mean,curvature,852,0.0017897265923904702,0.009148070588707924,1.0,1.181659778977527e-17
1,rel_mean,operator_norm,852,0.005815266117785878,0.011120248585939407,1.0,3.4686471043313164e-17
3,rel_mean,stoch_iso,852,0.009173200481042195,0.021681196987628937,1.0,5.629453290482862e-35
