,step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,mu_id,k0
0,0,4.523893356323242,2.6286189556121826,0.03844904527068138,68.36630249023438,3.4170734882354736,4.6149452828103676e-05,vanilla,train,u_fine,40,850,144
1,8,4.77522087097168,2.5952985286712646,0.03992659971117973,65.00173950195312,3.368136167526245,0.11733411997556686,vanilla,train,u_fine,40,850,144
2,16,5.026548385620117,2.0132510662078857,0.01297704316675663,155.13943481445312,3.416982650756836,0.22307448089122772,vanilla,train,u_fine,40,850,144
3,24,5.2778754234313965,2.2523176670074463,0.00010789401858346537,20875.27734375,3.373375654220581,0.23968009650707245,vanilla,train,u_fine,40,850,144
4,32,5.529202938079834,2.530592679977417,0.01984032802283764,127.54792785644531,3.3901305198669434,0.2253081500530243,vanilla,train,u_fine,40,850,144
5,40,5.7805304527282715,2.55912446975708,0.005507244728505611,464.6832580566406,3.1818344593048096,0.23637916147708893,vanilla,train,u_fine,40,850,144
6,0,8.922122955322266,3.5755395889282227,0.0992056205868721,36.04170227050781,3.491292953491211,8.933391654863954e-05,vanilla,train,u_fine,40,850,284
7,8,9.173450469970703,3.61155104637146,0.08056922256946564,44.825443267822266,3.036641836166382,0.13622942566871643,vanilla,train,u_fine,40,850,284
8,16,9.42477798461914,3.030207872390747,0.020826907828450203,145.49485778808594,3.514063835144043,0.20885753631591797,vanilla,train,u_fine,40,850,284
9,24,9.676105499267578,2.0072665214538574,0.04950152337551117,40.549591064453125,3.445817708969116,0.26663801074028015,vanilla,train,u_fine,40,850,284
10,32,9.927433013916016,3.2383837699890137,0.05505010858178139,58.82611083984375,3.4394452571868896,0.2813866436481476,vanilla,train,u_fine,40,850,284
11,40,10.178760528564453,2.66023850440979,0.02958003059029579,89.93359375,3.3952505588531494,0.2545737028121948,vanilla,train,u_fine,40,850,284
12,0,3.5814156532287598,2.520211935043335,0.02814484015107155,89.54436492919922,3.4551100730895996,2.4441413188469596e-05,vanilla,train,u_fine,40,850,114
13,8,3.832742929458618,2.7256078720092773,0.026342177763581276,103.46934509277344,3.414203643798828,0.10990506410598755,vanilla,train,u_fine,40,850,114
14,16,4.084070682525635,2.952432632446289,0.04351430758833885,67.84970092773438,3.4211394786834717,0.18739162385463715,vanilla,train,u_fine,40,850,114
15,24,4.335397720336914,3.368218421936035,0.04750193655490875,70.90696716308594,3.4235832691192627,0.18952545523643494,vanilla,train,u_fine,40,850,114
16,32,4.586725234985352,2.682734727859497,0.04482933506369591,59.843284606933594,3.2154462337493896,0.1842447966337204,vanilla,train,u_fine,40,850,114
17,40,4.838052749633789,2.6727383136749268,0.04255454242229462,62.80735778808594,3.420097589492798,0.18652409315109253,vanilla,train,u_fine,40,850,114
18,0,2.7017695903778076,3.537766218185425,0.10732411593198776,32.96338653564453,3.153151512145996,5.870708264410496e-05,vanilla,train,u_fine,40,850,86
19,8,2.953097105026245,3.7562930583953857,0.001427788520231843,2630.846923828125,3.512895345687866,0.13334159553050995,vanilla,train,u_fine,40,850,86
20,16,3.2044246196746826,2.7568912506103516,0.04891255125403404,56.363677978515625,3.3975613117218018,0.20085860788822174,vanilla,train,u_fine,40,850,86
21,24,3.455751895904541,2.0663299560546875,0.07280652970075607,28.381107330322266,3.074704885482788,0.24398185312747955,vanilla,train,u_fine,40,850,86
22,32,3.7070794105529785,3.378896474838257,0.06164678558707237,54.810585021972656,3.3157105445861816,0.23468175530433655,vanilla,train,u_fine,40,850,86
23,40,3.958406686782837,2.621182680130005,0.02853148803114891,91.86981964111328,3.440046548843384,0.2380279004573822,vanilla,train,u_fine,40,850,86
24,0,8.95353889465332,3.4940683841705322,0.09798605740070343,35.65883255004883,3.5250513553619385,5.7946414017351344e-05,vanilla,train,u_fine,40,850,285
25,8,9.204866409301758,3.6884336471557617,0.037945766001939774,97.20277404785156,3.379595994949341,0.13846904039382935,vanilla,train,u_fine,40,850,285
26,16,9.456193923950195,2.896430492401123,0.034815363585948944,83.19403076171875,3.279212474822998,0.20996297895908356,vanilla,train,u_fine,40,850,285
27,24,9.707521438598633,2.01295804977417,0.06960119307041168,28.921316146850586,3.4778010845184326,0.2695341408252716,vanilla,train,u_fine,40,850,285
28,32,9.95884895324707,3.446493625640869,0.05892552435398102,58.488975524902344,3.4438271522521973,0.27850857377052307,vanilla,train,u_fine,40,850,285
29,40,10.210176467895508,2.673208236694336,0.02607250213623047,102.52979278564453,3.4099514484405518,0.25558337569236755,vanilla,train,u_fine,40,850,285
30,0,9.927433013916016,3.2334930896759033,0.04085344076156616,79.14861297607422,3.459658622741699,6.32265509921126e-05,vanilla,train,u_fine,40,850,316
31,8,10.178760528564453,2.6238386631011963,0.03287802264094353,79.80524444580078,3.44875168800354,0.1262180656194687,vanilla,train,u_fine,40,850,316
32,16,10.43008804321289,3.0948596000671387,0.010367645882070065,298.5113220214844,3.3310418128967285,0.1831190288066864,vanilla,train,u_fine,40,850,316
33,24,10.681414604187012,3.023007392883301,0.05365714058279991,56.339332580566406,3.3920485973358154,0.18195213377475739,vanilla,train,u_fine,40,850,316
34,32,10.93274211883545,2.685730218887329,0.03758208453655243,71.46304321289062,3.3693645000457764,0.17920278012752533,vanilla,train,u_fine,40,850,316
35,40,11.184069633483887,2.4297196865081787,0.028536565601825714,85.14408111572266,3.3922576904296875,0.19270363450050354,vanilla,train,u_fine,40,850,316
36,0,0.8796459436416626,4.79927396774292,0.04097548499703407,117.12549591064453,3.4590072631835938,3.6221030313754454e-05,vanilla,train,u_fine,40,850,28
37,8,1.1309733390808105,4.604910373687744,0.05319357290863991,86.56892395019531,3.468229055404663,0.2537895441055298,vanilla,train,u_fine,40,850,28
38,16,1.3823007345199585,5.543334007263184,0.06928666681051254,80.00578308105469,3.3888890743255615,0.3348299562931061,vanilla,train,u_fine,40,850,28
39,24,1.6336281299591064,4.433897018432617,0.03578513488173485,123.9033203125,3.5131704807281494,0.35526126623153687,vanilla,train,u_fine,40,850,28
40,32,1.884955644607544,4.108993053436279,0.07873242348432541,52.18933868408203,3.4588844776153564,0.3568032383918762,vanilla,train,u_fine,40,850,28
41,40,2.1362829208374023,4.137524604797363,0.08016824722290039,51.61051559448242,3.48039174079895,0.26727089285850525,vanilla,train,u_fine,40,850,28
42,0,0.6597344279289246,5.334197998046875,0.05434234067797661,98.15914916992188,3.4659018516540527,4.05129867431242e-05,vanilla,train,u_fine,40,850,21
43,8,0.9110618829727173,3.7094154357910156,0.03344416618347168,110.9136734008789,3.3900904655456543,0.275634765625,vanilla,train,u_fine,40,850,21
44,16,1.1623892784118652,4.856098175048828,0.08624490350484848,56.30591583251953,2.900625467300415,0.43230709433555603,vanilla,train,u_fine,40,850,21
45,24,1.4137166738510132,5.491452693939209,0.07775399088859558,70.62599182128906,3.519212245941162,0.4728056788444519,vanilla,train,u_fine,40,850,21
46,32,1.6650440692901611,4.1380228996276855,0.014332043938338757,288.7252502441406,3.3985819816589355,0.4814269244670868,vanilla,train,u_fine,40,850,21
47,40,1.916371464729309,3.8453564643859863,0.06817097216844559,56.407535552978516,3.379927635192871,0.4363951086997986,vanilla,train,u_fine,40,850,21
48,0,7.602654457092285,6.6017045974731445,0.13835665583610535,47.71512222290039,3.507187604904175,4.4473134039435536e-05,vanilla,train,u_fine,40,850,242
49,8,7.8539814949035645,4.586414337158203,0.06279610842466354,73.0365982055664,3.513885259628296,0.12806107103824615,vanilla,train,u_fine,40,850,242
50,16,8.10530948638916,4.39866828918457,0.03795679286122322,115.88619232177734,3.545928478240967,0.22804701328277588,vanilla,train,u_fine,40,850,242
51,24,8.356636047363281,3.3712751865386963,0.10533484816551208,32.00531768798828,3.1433303356170654,0.2828904092311859,vanilla,train,u_fine,40,850,242
52,32,8.607963562011719,3.9610304832458496,0.09653161466121674,41.033504486083984,3.5395894050598145,0.240703284740448,vanilla,train,u_fine,40,850,242
53,40,8.859291076660156,3.7841994762420654,0.09706861525774002,38.98479080200195,3.508739471435547,0.246958389878273,vanilla,train,u_fine,40,850,242
54,0,3.8013272285461426,2.8458518981933594,0.002867648145183921,992.3992309570312,3.451669216156006,5.447951843962073e-05,vanilla,train,u_fine,40,850,121
55,8,4.05265474319458,2.86718487739563,0.04581521451473236,62.58150100708008,3.149216413497925,0.11585304141044617,vanilla,train,u_fine,40,850,121
56,16,4.303981781005859,3.5197043418884277,0.032811205834150314,107.27140808105469,3.372093677520752,0.1353463977575302,vanilla,train,u_fine,40,850,121
57,24,4.555309295654297,2.5615382194519043,0.04028650000691414,63.58304214477539,3.425013303756714,0.15625673532485962,vanilla,train,u_fine,40,850,121
58,32,4.806636810302734,2.6099703311920166,0.04513820633292198,57.821754455566406,3.3392512798309326,0.17329809069633484,vanilla,train,u_fine,40,850,121
59,40,5.057964324951172,2.0587706565856934,0.01063957717269659,193.5011749267578,3.4151203632354736,0.2225128710269928,vanilla,train,u_fine,40,850,121
60,0,6.503096580505371,4.67189359664917,0.0011285700602456927,4139.65771484375,2.8156960010528564,5.107287142891437e-05,vanilla,train,u_fine,40,636,207
61,8,6.754424095153809,2.9337551593780518,0.057168591767549515,51.317604064941406,3.214627981185913,0.12603060901165009,vanilla,train,u_fine,40,636,207
62,16,7.005751609802246,3.7762248516082764,0.012233511544764042,308.6787414550781,3.4412384033203125,0.20554322004318237,vanilla,train,u_fine,40,636,207
63,24,7.257079124450684,4.546565055847168,0.12758059799671173,35.63680648803711,2.7764792442321777,0.29953309893608093,vanilla,train,u_fine,40,636,207
64,32,7.508406639099121,3.2684428691864014,0.08726461231708527,37.45439147949219,3.4074769020080566,0.3043476939201355,vanilla,train,u_fine,40,636,207
65,40,7.7597336769104,4.361171245574951,0.07819385081529617,55.77383804321289,3.3671090602874756,0.27032896876335144,vanilla,train,u_fine,40,636,207
66,0,1.6964600086212158,3.628570318222046,0.052016668021678925,69.7578353881836,3.4275054931640625,8.549609628971666e-05,vanilla,train,u_fine,40,636,54
67,8,1.9477874040603638,3.530384063720703,0.010944650508463383,322.56707763671875,3.4324569702148438,0.08993015438318253,vanilla,train,u_fine,40,636,54
68,16,2.1991147994995117,3.670666456222534,0.029768284410238266,123.3079605102539,3.1365857124328613,0.12093449383974075,vanilla,train,u_fine,40,636,54
69,24,2.450442314147949,3.5051205158233643,0.009696017019450665,361.5010681152344,2.8894968032836914,0.148777037858963,vanilla,train,u_fine,40,636,54
70,32,2.7017695903778076,2.9804186820983887,0.028576022014021873,104.29788208007812,3.404820442199707,0.15963208675384521,vanilla,train,u_fine,40,636,54
71,40,2.953097105026245,3.092661142349243,0.037493787705898285,82.48462677001953,3.4370453357696533,0.14421841502189636,vanilla,train,u_fine,40,636,54
72,0,9.738937377929688,3.171394109725952,0.009534711018204689,332.61566162109375,2.877943992614746,5.099402551422827e-05,vanilla,train,u_fine,40,636,310
73,8,9.990264892578125,2.3266043663024902,0.002618075581267476,888.669677734375,3.452744722366333,0.10658951103687286,vanilla,train,u_fine,40,636,310
74,16,10.241592407226562,3.236224889755249,0.01972261816263199,164.08697509765625,3.41618275642395,0.1567479819059372,vanilla,train,u_fine,40,636,310
75,24,10.492919921875,2.940950393676758,0.003458908060565591,850.2539672851562,3.469339609146118,0.16163143515586853,vanilla,train,u_fine,40,636,310
76,32,10.744246482849121,3.5670347213745117,0.02071293629705906,172.212890625,3.1160988807678223,0.19514210522174835,vanilla,train,u_fine,40,636,310
77,40,10.995573997497559,2.9954631328582764,0.023571649566292763,127.07906341552734,3.2826085090637207,0.20336571335792542,vanilla,train,u_fine,40,636,310
78,0,5.089380264282227,3.314161539077759,0.0043851882219314575,755.7626953125,3.4897310733795166,5.3121890232432634e-05,vanilla,train,u_fine,40,636,162
79,8,5.340707302093506,3.0057146549224854,0.03727564588189125,80.63481140136719,3.474747896194458,0.11402278393507004,vanilla,train,u_fine,40,636,162
80,16,5.592034816741943,3.5869011878967285,0.014753724448382854,243.11834716796875,3.46169114112854,0.18586666882038116,vanilla,train,u_fine,40,636,162
81,24,5.843362331390381,4.334953784942627,0.06063438951969147,71.49331665039062,3.362609386444092,0.18836911022663116,vanilla,train,u_fine,40,636,162
82,32,6.094689846038818,3.380950450897217,0.040967296808958054,82.52803039550781,3.4755899906158447,0.12934483587741852,vanilla,train,u_fine,40,636,162
