,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,986,0.0005258073941492768,0.0005143503658473492,0.9999998778453316,2.4430933670074657e-07
0,rel_mean,curvature,986,0.0036402947399727472,0.0030701435171067715,1.0,4.938471428653493e-86
1,rel_mean,operator_norm,986,0.0029232285049711837,0.002464445773512125,1.0,1.3755784222103863e-76
3,rel_mean,stoch_iso,986,0.002674289026938031,0.002527882345020771,1.0,8.72670859769714e-76
