,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,986,0.00048464500868568316,0.0004629748873412609,0.9999999982070653,3.5858692713372847e-09
0,rel_mean,curvature,986,0.0035815216840809666,0.0029461574740707874,1.0,1.095433675058427e-88
1,rel_mean,operator_norm,986,0.0020206769055575433,0.0015952023677527905,1.0,2.868488446537224e-43
3,rel_mean,stoch_iso,986,0.0035611404413942995,0.0031185937114059925,1.0,7.767150590345442e-99
