,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,852,-0.008130290873453652,-0.005624646320939064,1.6216921456286544e-25,3.243384291257309e-25
0,rel_mean,curvature,852,0.01049363928816408,0.00968959555029869,1.0,7.93236425559216e-30
1,rel_mean,operator_norm,852,0.011984405383257799,0.00963640958070755,1.0,1.535021064738658e-39
3,rel_mean,stoch_iso,852,0.015918367052616927,0.01572135090827942,1.0,1.0139697721031812e-76
