,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,965,-0.007287291931519236,-0.005150288343429565,3.837773341673518e-39,7.675546683347036e-39
0,rel_mean,curvature,965,0.02161081084315641,0.014955274760723114,1.0,5.367825915967758e-80
1,rel_mean,operator_norm,965,0.02617550900331433,0.02265806496143341,1.0,2.4956327638431296e-106
3,rel_mean,stoch_iso,965,0.03516462414375859,0.02486986666917801,1.0,1.4356994034793223e-127
