,version,method,run,n_epochs,best_train,best_val,best_train_ep,best_val_ep,target_val,target_ep,target_reached,std_train,std_val,target_swa_epochs,best_swa_epochs,last_swa_epochs
91,2,curvature,12,50,0.000747511593778277,0.0016885116535704583,50,29,0.0027153938501141965,12,True,0.02508918240691971,0.022070127560592432,"[10, 11, 12]","[27, 28, 29]","[48, 49, 50]"
92,2,curvature,13,50,0.0008992391102379415,0.0020403925671707837,50,20,0.0027153938501141965,20,True,0.02476491078071929,0.01972756050402873,"[18, 19, 20]","[18, 19, 20]","[48, 49, 50]"
93,2,curvature,14,50,0.0008051229657593933,0.0006790678197285161,49,47,0.0027153938501141965,15,True,0.02458956716851233,0.018619007047476863,"[13, 14, 15]","[45, 46, 47]","[48, 49, 50]"
94,2,curvature,15,50,0.000725215468385325,0.000653849448543042,50,47,0.0027153938501141965,11,True,0.025046668329347422,0.018375782114488884,"[9, 10, 11]","[45, 46, 47]","[48, 49, 50]"
95,2,curvature,16,50,0.0006610331741138929,0.001116787778912112,50,41,0.0027153938501141965,15,True,0.02521580178110263,0.018666099979690872,"[13, 14, 15]","[39, 40, 41]","[48, 49, 50]"
96,2,operator_norm,1,50,0.0011713527500197835,0.0017548085507005453,48,28,0.0027153938501141965,23,True,0.024841481841470205,0.02347910513662532,"[21, 22, 23]","[26, 27, 28]","[48, 49, 50]"
97,2,operator_norm,2,50,0.0009079947071036369,0.00108084815798793,50,44,0.0027153938501141965,20,True,0.02505480864694234,0.02135390702273857,"[18, 19, 20]","[42, 43, 44]","[48, 49, 50]"
98,2,operator_norm,3,50,0.000779662593239464,0.0009512067418545485,50,42,0.0027153938501141965,20,True,0.025549890609437433,0.022155169908602314,"[18, 19, 20]","[40, 41, 42]","[48, 49, 50]"
99,2,operator_norm,4,50,0.0010960752922450987,0.001481160666560754,50,36,0.0027153938501141965,18,True,0.025041255746317763,0.021587137382382493,"[16, 17, 18]","[34, 35, 36]","[48, 49, 50]"
100,2,operator_norm,5,50,0.0009168996312655509,0.0012703704009763897,50,35,0.0027153938501141965,16,True,0.025318459264752343,0.022778812602550998,"[14, 15, 16]","[33, 34, 35]","[48, 49, 50]"
101,2,operator_norm,6,50,0.0007858866987545497,0.0013086915225721896,50,44,0.0027153938501141965,18,True,0.026074148236422186,0.022609986963852663,"[16, 17, 18]","[42, 43, 44]","[48, 49, 50]"
102,2,operator_norm,7,50,0.0007895875425168835,0.000804787223925814,50,44,0.0027153938501141965,14,True,0.025150589341659868,0.02303821654981156,"[12, 13, 14]","[42, 43, 44]","[48, 49, 50]"
103,2,operator_norm,8,50,0.0009413508615433807,0.0008877130771288649,50,48,0.0027153938501141965,14,True,0.025539860249226064,0.02364697450320798,"[12, 13, 14]","[46, 47, 48]","[48, 49, 50]"
104,2,operator_norm,9,50,0.0008963147356606475,0.0009832960226340219,50,45,0.0027153938501141965,12,True,0.023972743213820587,0.02057006050526324,"[10, 11, 12]","[43, 44, 45]","[48, 49, 50]"
105,2,operator_norm,10,50,0.0010498927703422563,0.001055332691175863,50,42,0.0027153938501141965,13,True,0.02469703572310602,0.022217713661077578,"[11, 12, 13]","[40, 41, 42]","[48, 49, 50]"
106,2,operator_norm,11,50,0.000908681028579339,0.001178772513056174,49,49,0.0027153938501141965,11,True,0.02492853661377638,0.02140105919991144,"[9, 10, 11]","[47, 48, 49]","[48, 49, 50]"
107,2,operator_norm,12,50,0.0008105763530631254,0.001865240335231647,50,29,0.0027153938501141965,12,True,0.025315429199111655,0.023161334143579498,"[10, 11, 12]","[27, 28, 29]","[48, 49, 50]"
108,2,operator_norm,13,50,0.0009430759629552684,0.0026742198672145604,49,27,0.0027153938501141965,23,True,0.025371503932585145,0.02191750954476582,"[21, 22, 23]","[25, 26, 27]","[48, 49, 50]"
109,2,operator_norm,14,50,0.0009037706759622003,0.0006696566728642211,48,48,0.0027153938501141965,16,True,0.024874154638834686,0.020754122946895003,"[14, 15, 16]","[46, 47, 48]","[48, 49, 50]"
110,2,operator_norm,15,50,0.0007304594360814407,0.0009037118771811947,50,47,0.0027153938501141965,17,True,0.025587117869769065,0.021088429158067832,"[15, 16, 17]","[45, 46, 47]","[48, 49, 50]"
111,2,operator_norm,16,50,0.0007257861139184636,0.0013999248980544508,50,34,0.0027153938501141965,18,True,0.025805788351596286,0.021090658184613222,"[16, 17, 18]","[32, 33, 34]","[48, 49, 50]"
112,2,stiefel,1,50,0.0006551954658736089,0.0004892823224072344,50,46,0.0027153938501141965,11,True,0.02135395954258358,0.011238722634293374,"[9, 10, 11]","[44, 45, 46]","[48, 49, 50]"
113,2,stiefel,2,50,0.0006498106757019896,0.0008624108283547684,50,43,0.0027153938501141965,14,True,0.021461396529326004,0.01061174628762259,"[12, 13, 14]","[41, 42, 43]","[48, 49, 50]"
114,2,stiefel,3,50,0.0004991729532811427,0.0007720783404074609,49,35,0.0027153938501141965,13,True,0.021455433160099898,0.009576977503098704,"[11, 12, 13]","[33, 34, 35]","[48, 49, 50]"
115,2,stiefel,4,50,0.0005748324345785943,0.0007686553047969938,50,50,0.0027153938501141965,14,True,0.022716788697725306,0.017458609112627473,"[12, 13, 14]","[48, 49, 50]","[48, 49, 50]"
116,2,stiefel,5,50,0.0005369323211517639,0.0009712580112973228,50,28,0.0027153938501141965,12,True,0.02141212151529396,0.010576900722731594,"[10, 11, 12]","[26, 27, 28]","[48, 49, 50]"
117,2,stiefel,6,50,0.00048242106678804793,0.0010732457914855332,50,49,0.0027153938501141965,16,True,0.02243348086122923,0.011235719651666318,"[14, 15, 16]","[47, 48, 49]","[48, 49, 50]"
118,2,stiefel,7,50,0.0004789282342066943,0.00147047215863131,50,32,0.0027153938501141965,24,True,0.020893507731327497,0.012256430012659636,"[22, 23, 24]","[30, 31, 32]","[48, 49, 50]"
119,2,stiefel,8,50,0.0004976818614877851,0.000733854767633602,49,46,0.0027153938501141965,12,True,0.02278806001495154,0.011902099499527507,"[10, 11, 12]","[44, 45, 46]","[48, 49, 50]"
120,2,stiefel,9,50,0.0005209241812571702,0.0006781038146000355,50,50,0.0027153938501141965,9,True,0.019699023348634048,0.009375821651441156,"[7, 8, 9]","[48, 49, 50]","[48, 49, 50]"
121,2,stiefel,10,50,0.0005954900388776257,0.0011069990455871447,49,21,0.0027153938501141965,12,True,0.021368047637149504,0.010975327979401692,"[10, 11, 12]","[19, 20, 21]","[48, 49, 50]"
122,2,stiefel,11,50,0.0005150739222242519,0.0008098137842025608,48,24,0.0027153938501141965,12,True,0.020561381518657072,0.010125241092601501,"[10, 11, 12]","[22, 23, 24]","[48, 49, 50]"
123,2,stiefel,12,50,0.00041897924697855717,0.0008382464977912605,50,34,0.0027153938501141965,9,True,0.022418543323156178,0.011401593608836181,"[7, 8, 9]","[32, 33, 34]","[48, 49, 50]"
124,2,stiefel,13,50,0.000515012806863524,0.0012305476041510701,49,23,0.0027153938501141965,12,True,0.021585931307518794,0.009559558864918695,"[10, 11, 12]","[21, 22, 23]","[48, 49, 50]"
125,2,stiefel,14,50,0.0005337848801523584,0.0005403798704501241,49,43,0.0027153938501141965,8,True,0.021240174685696223,0.009754312826247452,"[6, 7, 8]","[41, 42, 43]","[48, 49, 50]"
126,2,stiefel,15,50,0.0005373375327610297,0.00045673587382771076,49,50,0.0027153938501141965,12,True,0.021296367855156522,0.010890453036691082,"[10, 11, 12]","[48, 49, 50]","[48, 49, 50]"
127,2,stiefel,16,50,0.0005235210969396754,0.0007503909863298759,50,44,0.0027153938501141965,9,True,0.02141141619516372,0.01069941939534702,"[7, 8, 9]","[42, 43, 44]","[48, 49, 50]"
128,2,stoch_iso,1,50,0.0009446355057653131,0.0010817869758466259,50,41,0.0027153938501141965,12,True,0.02437427030711344,0.023157213507249325,"[10, 11, 12]","[39, 40, 41]","[48, 49, 50]"
129,2,stoch_iso,2,50,0.0007636788236999475,0.0007656626451062039,50,44,0.0027153938501141965,14,True,0.024599663578819757,0.02086208835329595,"[12, 13, 14]","[42, 43, 44]","[48, 49, 50]"
130,2,stoch_iso,3,50,0.0006747279172939271,0.0011617303406819702,50,47,0.0027153938501141965,20,True,0.025142537734041112,0.02146996401037647,"[18, 19, 20]","[45, 46, 47]","[48, 49, 50]"
131,2,stoch_iso,4,50,0.000976082396937716,0.0009966856432147323,50,40,0.0027153938501141965,16,True,0.024561421057395512,0.021300520177881813,"[14, 15, 16]","[38, 39, 40]","[48, 49, 50]"
132,2,stoch_iso,5,50,0.0006762574559145766,0.001216925602639094,50,31,0.0027153938501141965,10,True,0.024834870832992652,0.021991771601466783,"[8, 9, 10]","[29, 30, 31]","[48, 49, 50]"
133,2,stoch_iso,6,50,0.0007240132041979672,0.001680941201513633,49,44,0.0027153938501141965,34,True,0.025593332191172834,0.02188283380941892,"[32, 33, 34]","[42, 43, 44]","[48, 49, 50]"
134,2,stoch_iso,7,50,0.0006821007188693507,0.0013825578710529953,50,31,0.0027153938501141965,12,True,0.024679817861775043,0.022506749072027626,"[10, 11, 12]","[29, 30, 31]","[48, 49, 50]"
