step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,window_id,mu_id,k0,run
0,18.001325607299805,2.4246037006378174,0.0011064193677157164,2191.396728515625,3.3757779598236084,0.00013496731116902083,vanilla,extrap,u_fine,320,0,170,573,10
64,20.011945724487305,3.068194627761841,0.08410365879535675,36.48110580444336,3.3898298740386963,2.159240484237671,vanilla,extrap,u_fine,320,0,170,573,10
128,22.022563934326172,2.0817809104919434,0.02836444415152073,73.39403533935547,3.4360787868499756,1.9019246101379395,vanilla,extrap,u_fine,320,0,170,573,10
192,24.033184051513672,2.3686604499816895,9.161218622466549e-05,25855.298828125,3.3554863929748535,1.9532933235168457,vanilla,extrap,u_fine,320,0,170,573,10
256,26.04380226135254,3.734764337539673,0.0204378180205822,182.7379150390625,3.547961950302124,2.3716788291931152,vanilla,extrap,u_fine,320,0,170,573,10
320,28.05442237854004,2.1842379570007324,0.06213843449950218,35.15115737915039,3.4466960430145264,2.473663330078125,vanilla,extrap,u_fine,320,0,170,573,10
0,20.169025421142578,3.2481696605682373,0.05732359364628792,56.66374969482422,3.485555648803711,0.0001906695106299594,vanilla,extrap,u_fine,320,1,170,642,10
64,22.179643630981445,2.307401180267334,0.03770656883716583,61.19361114501953,3.2329037189483643,1.5874178409576416,vanilla,extrap,u_fine,320,1,170,642,10
128,24.190263748168945,2.120215654373169,0.0001454547164030373,14576.4658203125,3.4285576343536377,1.7118464708328247,vanilla,extrap,u_fine,320,1,170,642,10
192,26.200881958007812,3.7316691875457764,0.10159973055124283,36.7291259765625,3.5290207862854004,2.008415460586548,vanilla,extrap,u_fine,320,1,170,642,10
256,28.211502075195312,2.1185522079467773,0.012333394028246403,171.77365112304688,3.438800811767578,2.4006295204162598,vanilla,extrap,u_fine,320,1,170,642,10
320,30.222122192382812,1.970280647277832,0.0025945757515728474,759.384521484375,3.428248167037964,2.340153217315674,vanilla,extrap,u_fine,320,1,170,642,10
0,17.49867057800293,1.8568921089172363,0.015984265133738518,116.16999816894531,3.3299474716186523,0.00010839446622412652,vanilla,extrap,u_fine,320,2,170,557,10
64,19.50929069519043,3.223144292831421,0.0458519421517849,70.29460906982422,3.354680061340332,1.7954760789871216,vanilla,extrap,u_fine,320,2,170,557,10
128,21.519908905029297,2.861375093460083,0.07081827521324158,40.40447235107422,3.4684455394744873,2.0743916034698486,vanilla,extrap,u_fine,320,2,170,557,10
192,23.530529022216797,2.201347827911377,0.0017378482734784484,1266.7088623046875,3.3032658100128174,1.655342698097229,vanilla,extrap,u_fine,320,2,170,557,10
256,25.541149139404297,3.295336961746216,0.05548408254981041,59.39247512817383,3.5369324684143066,2.5853333473205566,vanilla,extrap,u_fine,320,2,170,557,10
320,27.551767349243164,3.9952404499053955,0.04873710498213768,81.97533416748047,3.4784350395202637,2.7883503437042236,vanilla,extrap,u_fine,320,2,170,557,10
0,17.09026336669922,2.223576068878174,0.0007057143957354128,3150.81591796875,3.3110783100128174,0.0001359114539809525,vanilla,extrap,u_fine,320,3,170,544,10
64,19.10088348388672,2.9889936447143555,0.03229222446680069,92.56078338623047,3.2826907634735107,1.75043785572052,vanilla,extrap,u_fine,320,3,170,544,10
128,21.111501693725586,3.0907490253448486,0.03750288486480713,82.41363525390625,3.4896299839019775,2.372581958770752,vanilla,extrap,u_fine,320,3,170,544,10
192,23.122121810913086,2.1853034496307373,0.04857003688812256,44.99283218383789,3.312119960784912,1.6906706094741821,vanilla,extrap,u_fine,320,3,170,544,10
256,25.132741928100586,2.661717176437378,0.0002062051644315943,12908.1015625,3.5069167613983154,2.538945198059082,vanilla,extrap,u_fine,320,3,170,544,10
320,27.143360137939453,3.1077234745025635,0.04920002445578575,63.16508102416992,3.510896682739258,2.729461669921875,vanilla,extrap,u_fine,320,3,170,544,10
0,20.200441360473633,3.265782356262207,0.05646072328090668,57.84166717529297,3.485487937927246,0.00018700658984016627,vanilla,extrap,u_fine,320,4,170,643,10
64,22.2110595703125,2.3675432205200195,0.04099209979176521,57.75608444213867,3.212676763534546,1.54692804813385,vanilla,extrap,u_fine,320,4,170,643,10
128,24.2216796875,2.334599256515503,0.006488191895186901,359.8227844238281,3.4313297271728516,1.703541874885559,vanilla,extrap,u_fine,320,4,170,643,10
192,26.232297897338867,3.7831850051879883,0.08761913329362869,43.1776123046875,3.5276761054992676,2.0047214031219482,vanilla,extrap,u_fine,320,4,170,643,10
256,28.242918014526367,1.9961060285568237,0.00036999903386458755,5394.89501953125,3.437974452972412,2.3882265090942383,vanilla,extrap,u_fine,320,4,170,643,10
320,30.253538131713867,1.9503998756408691,0.0041998145170509815,464.40142822265625,3.430755615234375,2.3591229915618896,vanilla,extrap,u_fine,320,4,170,643,10
