,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,979,-0.0020617477299000563,-0.0005945824086666107,0.0001449384206494136,0.0002898768412988272
0,rel_mean,curvature,979,0.02955464059838966,0.016635924577713013,1.0,3.665769314388951e-102
1,rel_mean,operator_norm,979,0.018957114636715393,0.014762423932552338,1.0,5.2560044749143614e-82
3,rel_mean,stoch_iso,979,0.020302306582905785,0.015019737184047699,1.0,1.5040493690764855e-93
