,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
3,rel_mean,stoch_iso,880,-0.009874853548932482,-0.00827788282185793,4.684176314843346e-112,9.368352629686693e-112
1,rel_mean,operator_norm,880,-0.004399971407838166,-0.003989476710557938,1.8121117706028256e-43,3.624223541205651e-43
2,rel_mean,stiefel,880,-0.0037296598438512196,-0.0023108888417482376,5.2348392549997624e-17,1.0469678509999525e-16
0,rel_mean,curvature,880,0.002481644951992414,0.00221991166472435,0.999999999707961,5.840778970283938e-10
