step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,window_id,mu_id,k0,run
0,18.001325607299805,1.6003446578979492,0.004739483818411827,337.6622314453125,3.375777244567871,0.00013496731116902083,vanilla,extrap,u_fine,320,0,170,573,8
64,20.011945724487305,2.812861442565918,0.005901385564357042,476.64422607421875,3.375371217727661,2.8008646965026855,vanilla,extrap,u_fine,320,0,170,573,8
128,22.022563934326172,1.1528072357177734,0.04191137105226517,27.505834579467773,3.425509452819824,1.6270475387573242,vanilla,extrap,u_fine,320,0,170,573,8
192,24.033184051513672,1.8734209537506104,0.003777639241889119,495.9237365722656,3.3120827674865723,1.4334540367126465,vanilla,extrap,u_fine,320,0,170,573,8
256,26.04380226135254,2.6057260036468506,0.034662045538425446,75.1751937866211,3.530785083770752,2.696007490158081,vanilla,extrap,u_fine,320,0,170,573,8
320,28.05442237854004,1.4793596267700195,0.004673945717513561,316.5119323730469,3.4354567527770996,2.012519121170044,vanilla,extrap,u_fine,320,0,170,573,8
0,20.169025421142578,2.2456443309783936,0.018176592886447906,123.54594421386719,3.485553026199341,0.0001906695106299594,vanilla,extrap,u_fine,320,1,170,642,8
64,22.179643630981445,1.399605393409729,0.04026779904961586,34.7574348449707,3.1339099407196045,1.3421075344085693,vanilla,extrap,u_fine,320,1,170,642,8
128,24.190263748168945,1.8473213911056519,0.007573239505290985,243.92750549316406,3.3996591567993164,1.8066127300262451,vanilla,extrap,u_fine,320,1,170,642,8
192,26.200881958007812,2.6440131664276123,0.014145873486995697,186.9105682373047,3.5112087726593018,2.1340365409851074,vanilla,extrap,u_fine,320,1,170,642,8
256,28.211502075195312,1.3485184907913208,0.01749521866440773,77.07926177978516,3.426007032394409,1.573251485824585,vanilla,extrap,u_fine,320,1,170,642,8
320,30.222122192382812,1.9305800199508667,0.018556157127022743,104.03986358642578,3.3782925605773926,1.3376963138580322,vanilla,extrap,u_fine,320,1,170,642,8
0,17.49867057800293,1.7640703916549683,0.014761182479560375,119.50739288330078,3.3299455642700195,0.00010839446622412652,vanilla,extrap,u_fine,320,2,170,557,8
64,19.50929069519043,2.4492335319519043,0.008408748544752598,291.2720642089844,3.3675475120544434,2.1360247135162354,vanilla,extrap,u_fine,320,2,170,557,8
128,21.519908905029297,2.0862557888031006,0.0007321539451368153,2849.47705078125,3.460301160812378,1.8121469020843506,vanilla,extrap,u_fine,320,2,170,557,8
192,23.530529022216797,1.666087031364441,0.016529811546206474,100.79286193847656,3.2448296546936035,1.130447268486023,vanilla,extrap,u_fine,320,2,170,557,8
256,25.541149139404297,2.5667877197265625,0.004088359419256449,627.8283081054688,3.519427537918091,2.627332925796509,vanilla,extrap,u_fine,320,2,170,557,8
320,27.551767349243164,2.0863850116729736,0.0060521443374454975,344.7348327636719,3.467684030532837,2.4894473552703857,vanilla,extrap,u_fine,320,2,170,557,8
0,17.09026336669922,1.4191292524337769,0.01480269618332386,95.86964416503906,3.3110804557800293,0.0001359114539809525,vanilla,extrap,u_fine,320,3,170,544,8
64,19.10088348388672,2.9869632720947266,0.008653510361909866,345.173583984375,3.312391519546509,2.149566411972046,vanilla,extrap,u_fine,320,3,170,544,8
128,21.111501693725586,2.244008779525757,0.009359852410852909,239.74830627441406,3.4727344512939453,2.2276062965393066,vanilla,extrap,u_fine,320,3,170,544,8
192,23.122121810913086,1.3637384176254272,0.025665683671832085,53.134700775146484,3.269441604614258,1.0760709047317505,vanilla,extrap,u_fine,320,3,170,544,8
256,25.132741928100586,3.2064173221588135,0.01049116998910904,305.6300964355469,3.484870433807373,2.4105732440948486,vanilla,extrap,u_fine,320,3,170,544,8
320,27.143360137939453,2.1957285404205322,0.005252189468592405,418.0596618652344,3.4931368827819824,2.4770662784576416,vanilla,extrap,u_fine,320,3,170,544,8
0,20.200441360473633,2.0350496768951416,0.008503847755491734,239.3092803955078,3.485494613647461,0.00018700658984016627,vanilla,extrap,u_fine,320,4,170,643,8
64,22.2110595703125,1.4006191492080688,0.04087982326745987,34.26186752319336,3.114053726196289,1.3370134830474854,vanilla,extrap,u_fine,320,4,170,643,8
128,24.2216796875,1.8551220893859863,0.004242191556841135,437.3027648925781,3.4042587280273438,1.8207309246063232,vanilla,extrap,u_fine,320,4,170,643,8
192,26.232297897338867,2.449558734893799,0.010608043521642685,230.91522216796875,3.5122005939483643,2.136927604675293,vanilla,extrap,u_fine,320,4,170,643,8
256,28.242918014526367,1.292370319366455,0.022321369498968124,57.89834213256836,3.4245052337646484,1.565146803855896,vanilla,extrap,u_fine,320,4,170,643,8
320,30.253538131713867,1.934583067893982,0.01659306511282921,116.58985900878906,3.3811464309692383,1.3508094549179077,vanilla,extrap,u_fine,320,4,170,643,8
0,20.671680450439453,1.6108299493789673,0.028704948723316193,56.11680221557617,3.4814963340759277,6.693650357192382e-05,vanilla,extrap,u_fine,320,5,170,658,8
64,22.68229866027832,1.294039011001587,0.018354834988713264,70.50125885009766,2.852867603302002,1.0280002355575562,vanilla,extrap,u_fine,320,5,170,658,8
128,24.69291877746582,2.2678046226501465,0.03229578956961632,70.2198257446289,3.45526385307312,1.8167283535003662,vanilla,extrap,u_fine,320,5,170,658,8
192,26.703536987304688,2.7597172260284424,0.020248062908649445,136.2953643798828,3.5104925632476807,1.929054617881775,vanilla,extrap,u_fine,320,5,170,658,8
256,28.714157104492188,1.2963427305221558,0.019153621047735214,67.68134307861328,3.3884432315826416,1.393097162246704,vanilla,extrap,u_fine,320,5,170,658,8
320,30.724775314331055,1.7860056161880493,0.023214971646666527,76.933349609375,3.4217658042907715,1.6382606029510498,vanilla,extrap,u_fine,320,5,170,658,8
0,16.179203033447266,1.3595865964889526,0.007677669636905193,177.08323669433594,3.335859537124634,0.00010998761717928573,vanilla,extrap,u_fine,320,6,170,515,8
64,18.189821243286133,2.06455659866333,0.010627100244164467,194.27281188964844,3.331376075744629,1.5984138250350952,vanilla,extrap,u_fine,320,6,170,515,8
128,20.200441360473633,3.0504589080810547,0.002395790535956621,1273.2578125,3.524329900741577,2.2337708473205566,vanilla,extrap,u_fine,320,6,170,515,8
192,22.2110595703125,1.335679292678833,0.035493917763233185,37.63121795654297,3.3825535774230957,1.4499257802963257,vanilla,extrap,u_fine,320,6,170,515,8
256,24.2216796875,1.8873491287231445,0.012616114690899849,149.59828186035156,3.4100704193115234,1.4866268634796143,vanilla,extrap,u_fine,320,6,170,515,8
320,26.232297897338867,2.95257830619812,0.01930810511112213,152.9191131591797,3.5301103591918945,2.5486738681793213,vanilla,extrap,u_fine,320,6,170,515,8
0,16.053539276123047,1.333524227142334,0.008611044846475124,154.86207580566406,3.344569444656372,0.0001160031242761761,vanilla,extrap,u_fine,320,7,170,511,8
64,18.064157485961914,1.957337737083435,0.0018411892233416438,1063.0833740234375,3.2984838485717773,1.5131254196166992,vanilla,extrap,u_fine,320,7,170,511,8
128,20.074777603149414,2.6818654537200928,0.026152580976486206,102.546875,3.5280022621154785,2.366942882537842,vanilla,extrap,u_fine,320,7,170,511,8
192,22.08539581298828,1.2046997547149658,0.044342316687107086,27.16817283630371,3.3926780223846436,1.484803318977356,vanilla,extrap,u_fine,320,7,170,511,8
256,24.09601593017578,1.903290033340454,0.004341714549809694,438.3728942871094,3.395948886871338,1.3917557001113892,vanilla,extrap,u_fine,320,7,170,511,8
320,26.10663414001465,2.961097240447998,0.020735209807753563,142.80526733398438,3.5332343578338623,2.4983794689178467,vanilla,extrap,u_fine,320,7,170,511,8
0,19.50929069519043,1.8561046123504639,0.009436521679162979,196.6937255859375,3.48581862449646,0.00014691983233205974,vanilla,extrap,u_fine,320,8,170,621,8
64,21.519908905029297,1.5488145351409912,0.0010072849690914154,1537.613037109375,3.367438554763794,1.3376774787902832,vanilla,extrap,u_fine,320,8,170,621,8
128,23.530529022216797,1.5984622240066528,0.021773574873805046,73.4129409790039,3.3114254474639893,1.3069928884506226,vanilla,extrap,u_fine,320,8,170,621,8
192,25.541149139404297,2.941065788269043,0.0022143155802041292,1328.205322265625,3.491132974624634,2.3396553993225098,vanilla,extrap,u_fine,320,8,170,621,8
256,27.551767349243164,1.9882171154022217,0.004765291698276997,417.2288513183594,3.450244665145874,2.254833698272705,vanilla,extrap,u_fine,320,8,170,621,8
320,29.562387466430664,1.4115604162216187,0.02053910121321678,68.72551727294922,3.3419594764709473,1.0159085988998413,vanilla,extrap,u_fine,320,8,170,621,8
0,17.62433433532715,1.6836750507354736,0.0009642285876907408,1746.1368408203125,3.3394813537597656,0.00011285070650046691,vanilla,extrap,u_fine,320,9,170,561,8
64,19.63495445251465,2.4555318355560303,0.020237093791365623,121.33816528320312,3.3702199459075928,2.27054762840271,vanilla,extrap,u_fine,320,9,170,561,8
128,21.645572662353516,1.664196252822876,0.0009416028042323887,1767.407958984375,3.453857183456421,1.6739965677261353,vanilla,extrap,u_fine,320,9,170,561,8
192,23.656192779541016,1.8536748886108398,0.020805446431040764,89.09565734863281,3.254088878631592,1.1896716356277466,vanilla,extrap,u_fine,320,9,170,561,8
