metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,curvature,1000,0.00026128675416111946,-0.0032795853912830353,0.0005125527614693871,0.0010251055229387742
rel_mean,stiefel,1000,0.001740393716841936,5.704909563064575e-05,0.5850675073639882,0.8298649852720238
rel_mean,operator_norm,1000,0.009052395813167096,0.009839564561843872,0.9999999999999996,8.295859437808814e-16
rel_mean,stoch_iso,1000,0.011045377366244793,0.013869501650333405,1.0,3.7301446543809226e-28
