,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,979,-0.01594117275069147,-0.015186958014965057,2.2267510903641036e-98,4.453502180728207e-98
0,rel_mean,curvature,979,0.030387743873725264,0.018954962491989136,1.0,9.132659054003191e-103
1,rel_mean,operator_norm,979,0.015716195837104648,0.009855769574642181,1.0,8.946080033940943e-48
3,rel_mean,stoch_iso,979,0.014492812074637144,0.007278546690940857,1.0,2.506172938037041e-40
