,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
0,rel_mean,curvature,880,-0.01158809415911409,-0.011330051347613335,1.6407034332764429e-130,3.2814068665528858e-130
1,rel_mean,operator_norm,880,-0.014736616702496328,-0.014173481613397598,4.541151454155195e-130,9.08230290831039e-130
3,rel_mean,stoch_iso,880,-0.014465755567123944,-0.014108330942690372,8.938459525250524e-124,1.787691905050105e-123
2,rel_mean,stiefel,880,-0.00857950272038579,-0.008831511251628399,1.936821892812292e-120,3.873643785624584e-120
