,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,880,0.0015835272232917223,0.0013465052470564842,0.9999999999999908,1.842052916848405e-14
0,rel_mean,curvature,880,0.006384996974586763,0.00573504064232111,1.0,1.8052034584662523e-76
1,rel_mean,operator_norm,880,0.00487200476186858,0.0042514493688941,1.0,9.198443630271707e-54
3,rel_mean,stoch_iso,880,0.004400738258846104,0.004489430226385593,1.0,2.089330610993196e-61
