step,t,dyn_sigma_max,dyn_sigma_min,dyn_cond,dec_gain,latent_err,method,split,field,horizon,window_id,mu_id,k0,run
0,18.001325607299805,1.712992548942566,0.02088642492890358,82.01463317871094,3.3095738887786865,7.148119766497985e-05,vanilla,extrap,u_fine,320,0,170,573,2
64,20.011945724487305,2.329040288925171,0.03600038215517998,64.69487762451172,3.4170360565185547,2.433335781097412,vanilla,extrap,u_fine,320,0,170,573,2
128,22.022563934326172,1.6213620901107788,0.02343190833926201,69.19462585449219,3.375136375427246,2.0867652893066406,vanilla,extrap,u_fine,320,0,170,573,2
192,24.033184051513672,2.604999303817749,0.00031503220088779926,8268.994140625,3.2653563022613525,1.7302219867706299,vanilla,extrap,u_fine,320,0,170,573,2
256,26.04380226135254,2.451850175857544,0.028690842911601067,85.45758819580078,3.495327949523926,1.865224838256836,vanilla,extrap,u_fine,320,0,170,573,2
320,28.05442237854004,1.851682424545288,0.030005723237991333,61.710975646972656,3.40478253364563,2.4817707538604736,vanilla,extrap,u_fine,320,0,170,573,2
0,20.169025421142578,2.401808977127075,0.0412282720208168,58.2563591003418,3.281139373779297,0.00011726312368409708,vanilla,extrap,u_fine,320,1,170,642,2
64,22.179643630981445,1.5538551807403564,0.003288156818598509,472.5611572265625,3.280860424041748,1.709203839302063,vanilla,extrap,u_fine,320,1,170,642,2
128,24.190263748168945,2.324270725250244,0.019253922626376152,120.71673583984375,3.3628952503204346,1.1769384145736694,vanilla,extrap,u_fine,320,1,170,642,2
192,26.200881958007812,2.3749592304229736,0.026717843487858772,88.890380859375,3.4024972915649414,1.9690624475479126,vanilla,extrap,u_fine,320,1,170,642,2
256,28.211502075195312,1.9453641176223755,0.022390414029359818,86.88379669189453,3.402147054672241,2.342021942138672,vanilla,extrap,u_fine,320,1,170,642,2
320,30.222122192382812,2.5339560508728027,0.005881840363144875,430.81005859375,3.4073755741119385,2.147468328475952,vanilla,extrap,u_fine,320,1,170,642,2
0,17.49867057800293,1.8045686483383179,0.01741110160946846,103.64471435546875,3.293980598449707,0.00017768528778105974,vanilla,extrap,u_fine,320,2,170,557,2
64,19.50929069519043,3.8403191566467285,0.018459247425198555,208.04310607910156,3.4565701484680176,2.1786813735961914,vanilla,extrap,u_fine,320,2,170,557,2
128,21.519908905029297,1.765508770942688,0.0211381446570158,83.52240753173828,3.377265691757202,2.2332615852355957,vanilla,extrap,u_fine,320,2,170,557,2
192,23.530529022216797,1.6847100257873535,0.029134441167116165,57.825374603271484,3.2683510780334473,1.5478203296661377,vanilla,extrap,u_fine,320,2,170,557,2
256,25.541149139404297,3.3859241008758545,0.019501976668834686,173.61953735351562,3.516728162765503,2.290581464767456,vanilla,extrap,u_fine,320,2,170,557,2
320,27.551767349243164,2.1659204959869385,0.028443222865462303,76.14891052246094,3.407759189605713,2.481781482696533,vanilla,extrap,u_fine,320,2,170,557,2
0,17.09026336669922,1.4054646492004395,0.027814043685793877,50.53075408935547,3.2867202758789062,0.00012515508569777012,vanilla,extrap,u_fine,320,3,170,544,2
64,19.10088348388672,4.043074607849121,0.0219232439994812,184.41954040527344,3.4288196563720703,1.8291202783584595,vanilla,extrap,u_fine,320,3,170,544,2
128,21.111501693725586,2.337334632873535,0.042894888669252396,54.48981857299805,3.375779867172241,2.2729263305664062,vanilla,extrap,u_fine,320,3,170,544,2
192,23.122121810913086,1.9894946813583374,0.002322007203474641,856.799560546875,3.2821314334869385,1.4751468896865845,vanilla,extrap,u_fine,320,3,170,544,2
256,25.132741928100586,3.9501383304595947,0.007928687147796154,498.2083740234375,3.4691848754882812,2.027308702468872,vanilla,extrap,u_fine,320,3,170,544,2
320,27.143360137939453,2.3609938621520996,0.026568233966827393,88.86529541015625,3.4229068756103516,2.3447153568267822,vanilla,extrap,u_fine,320,3,170,544,2
0,20.200441360473633,2.382824659347534,0.029144970700144768,81.75765991210938,3.281041383743286,0.0001664161536609754,vanilla,extrap,u_fine,320,4,170,643,2
64,22.2110595703125,1.624937653541565,0.001428629388101399,1137.41015625,3.2786848545074463,1.6775048971176147,vanilla,extrap,u_fine,320,4,170,643,2
128,24.2216796875,2.45127010345459,0.028112586587667465,87.19475555419922,3.364067792892456,1.124049186706543,vanilla,extrap,u_fine,320,4,170,643,2
192,26.232297897338867,2.3666441440582275,0.01875697821378708,126.17406463623047,3.3995368480682373,2.0236802101135254,vanilla,extrap,u_fine,320,4,170,643,2
256,28.242918014526367,1.9164613485336304,0.02202126942574978,87.02774047851562,3.4023830890655518,2.328751564025879,vanilla,extrap,u_fine,320,4,170,643,2
320,30.253538131713867,2.624119997024536,0.005428618285804987,483.3863525390625,3.4078598022460938,2.151259660720825,vanilla,extrap,u_fine,320,4,170,643,2
