metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,-0.00451696702465415,-0.003896184265613556,1.409754299314216e-12,2.819508598628432e-12
rel_mean,curvature,1000,0.01206050443649292,0.012613222002983093,1.0,2.1995189627594266e-68
rel_mean,operator_norm,1000,0.027877577483654024,0.025920018553733826,1.0,1.2677610742676813e-132
rel_mean,stoch_iso,1000,0.03459839742258191,0.02953912317752838,1.0,8.029157725408287e-141
