metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,0.0009049130193889141,0.00181521475315094,0.9994832513326631,0.0010334973346738136
rel_mean,curvature,1000,0.01986240419000387,0.0163714662194252,1.0,9.1559637256596e-118
rel_mean,operator_norm,1000,0.018309460949152707,0.016926556825637817,1.0,7.527504383009964e-92
rel_mean,stoch_iso,1000,0.024551841009408236,0.019845325499773026,1.0,1.9777286140112066e-128
