,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
3,rel_mean,stoch_iso,880,-0.009200921497011388,-0.008017710410058498,4.408012190557454e-138,8.816024381114908e-138
1,rel_mean,operator_norm,880,-0.004764622498557649,-0.004032371565699577,5.836819724989108e-85,1.1673639449978217e-84
0,rel_mean,curvature,880,0.001950773952359503,0.0015149135142564774,0.9999999999998309,3.3807436261758843e-13
2,rel_mean,stiefel,880,0.005573288040150973,0.005113445222377777,1.0,3.1663117052161168e-68
