metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,0.000605866115540266,0.001827191561460495,0.9384362494124215,0.12312750117515693
rel_mean,curvature,1000,0.020099503714591266,0.013025686144828796,1.0,2.0636571850046367e-55
rel_mean,operator_norm,1000,0.033542016953229906,0.02303047850728035,1.0,3.065421107631879e-142
rel_mean,stoch_iso,1000,0.03386777427047491,0.01675426959991455,1.0,2.5805452308181976e-88
