metric,method,n,delta_mean,delta_median,p_less,p_two_sided
rel_mean,stiefel,1000,0.00228995593264699,0.0026693493127822876,0.9999998061467817,3.8770643645317106e-07
rel_mean,curvature,1000,0.022033980701118706,0.017396315932273865,1.0,1.8047427539830534e-85
rel_mean,operator_norm,1000,0.03283584501966834,0.02773209661245346,1.0,4.206359707735818e-150
rel_mean,stoch_iso,1000,0.021554966919124126,0.01675190031528473,1.0,1.2836548570798146e-79
