,metric,method,n,delta_mean,delta_median,p_less,p_two_sided
2,rel_mean,stiefel,979,0.0018852764704436885,-0.00032760947942733765,0.9106052097560255,0.17878958048794902
0,rel_mean,curvature,979,0.005895778475913378,0.001026064157485962,0.9999110467016452,0.00017790659670962285
1,rel_mean,operator_norm,979,0.010273569820028281,0.0071584805846214294,1.0,2.891568053883291e-19
3,rel_mean,stoch_iso,979,0.011653432788078096,0.00964481383562088,1.0,1.1032987773653519e-30
